"sub","task","selfconf","coh","rt","resp","cor","cj","RTconf"
1,"dotcolour","lowSC","easy",0.418,1,1,6,0.234
1,"dotcolour","lowSC","hard",0.501,1,1,5,0.407
1,"dotcolour","lowSC","average",0.485,-1,1,6,0.239
1,"dotcolour","lowSC","average",0.519,1,1,6,0.204
1,"dotcolour","lowSC","average",0.369,1,1,6,0.208
1,"dotcolour","lowSC","easy",0.468,-1,1,6,0.208
1,"dotcolour","lowSC","easy",0.451,1,1,6,0.193
1,"dotcolour","lowSC","easy",0.384,1,1,6,0.213
1,"dotcolour","lowSC","hard",0.752,1,1,3,0.218
1,"dotcolour","lowSC","easy",0.451,-1,1,5,0.282
1,"dotcolour","lowSC","average",0.867,1,1,4,0.215
1,"dotcolour","lowSC","easy",0.502,1,1,6,0.388
1,"dotcolour","lowSC","hard",0.768,-1,0,5,0.353
1,"dotcolour","lowSC","easy",0.701,-1,1,5,3.345
1,"dotcolour","lowSC","easy",0.484,-1,0,1,0.241
1,"dotcolour","lowSC","average",0.651,1,0,2,0.68
1,"dotcolour","lowSC","easy",0.619,1,1,6,0.255
1,"dotcolour","lowSC","average",0.701,-1,1,6,0.227
1,"dotcolour","lowSC","hard",0.901,-1,0,4,0.337
1,"dotcolour","lowSC","hard",1.036,1,1,5,0.405
1,"dotcolour","lowSC","hard",0.686,-1,1,4,0.308
1,"dotcolour","lowSC","average",0.635,-1,1,4,0.601
1,"dotcolour","lowSC","average",0.484,1,1,5,0.248
1,"dotcolour","lowSC","hard",1.236,-1,1,4,0.279
1,"dotcolour","lowSC","average",0.651,-1,1,4,0.221
1,"dotcolour","lowSC","easy",0.501,1,1,6,0.187
1,"dotcolour","lowSC","hard",1.068,-1,1,4,0.276
1,"dotcolour","lowSC","average",0.535,-1,1,6,0.271
1,"dotnumber","highSC","average",0.418,1,1,6,0.521
1,"dotnumber","highSC","hard",0.385,-1,1,4,0.704
1,"dotnumber","highSC","hard",0.401,1,0,4,0.255
1,"dotnumber","highSC","hard",0.384,1,1,5,0.242
1,"dotnumber","highSC","average",0.352,-1,1,5,0.278
1,"dotnumber","highSC","easy",0.534,1,1,4,0.29
1,"dotnumber","highSC","hard",0.701,1,1,4,0.773
1,"dotnumber","highSC","hard",0.401,1,1,5,0.226
1,"dotnumber","highSC","average",0.719,-1,1,4,0.216
1,"dotnumber","highSC","average",0.435,1,1,5,0.201
1,"dotnumber","highSC","hard",0.384,1,1,5,0.286
1,"dotnumber","highSC","average",0.518,-1,1,5,0.249
1,"dotnumber","highSC","hard",0.452,1,0,3,0.233
1,"dotnumber","highSC","average",0.384,1,1,5,0.22
1,"dotnumber","highSC","hard",0.402,1,0,6,0.223
1,"dotnumber","highSC","average",0.434,-1,1,6,0.288
1,"dotnumber","highSC","average",0.569,-1,1,5,0.218
1,"dotnumber","highSC","easy",0.468,-1,1,6,0.218
1,"dotnumber","highSC","easy",0.385,1,1,6,0.221
1,"dotnumber","highSC","average",0.4,1,1,6,0.208
1,"dotnumber","highSC","hard",0.451,1,1,3,0.242
1,"dotnumber","highSC","easy",0.352,-1,1,6,0.23
1,"dotnumber","highSC","hard",0.384,-1,1,4,1.178
1,"dotnumber","highSC","easy",0.468,-1,1,6,0.211
1,"dotnumber","highSC","average",0.401,1,1,6,0.279
1,"dotnumber","highSC","easy",0.402,1,1,6,0.184
1,"dotnumber","highSC","easy",0.352,1,1,6,0.19
1,"dotnumber","highSC","easy",0.451,1,1,5,0.576
1,"dotnumber","highSC","easy",0.468,-1,1,4,0.274
1,"dotnumber","highSC","hard",0.434,-1,0,4,0.21
1,"dotnumber","highSC","average",0.434,1,0,4,0.356
1,"dotnumber","highSC","hard",0.436,1,0,4,0.272
1,"dotnumber","highSC","easy",0.401,1,1,6,0.225
1,"dotnumber","highSC","easy",0.334,1,1,5,0.247
1,"dotnumber","highSC","easy",0.467,-1,1,5,0.198
1,"dotnumber","highSC","easy",0.419,1,1,6,0.345
1,"dotnumber","highSC","hard",0.485,-1,1,4,0.276
1,"dotnumber","highSC","easy",0.385,1,1,6,0.214
1,"dotnumber","highSC","hard",0.468,-1,1,4,0.471
1,"dotnumber","highSC","easy",0.652,-1,1,4,0.245
1,"dotnumber","highSC","average",0.419,1,1,5,0.215
1,"dotnumber","highSC","easy",0.601,-1,1,5,0.194
1,"dotnumber","highSC","average",0.518,-1,1,5,0.225
1,"dotnumber","highSC","easy",0.635,-1,1,5,0.202
1,"dotnumber","highSC","average",0.468,1,1,6,0.235
1,"dotnumber","highSC","hard",0.518,1,1,5,0.217
1,"dotnumber","highSC","hard",0.468,1,1,5,0.217
1,"dotnumber","highSC","hard",0.384,1,1,4,0.284
1,"dotnumber","highSC","average",0.384,1,0,3,0.238
1,"dotnumber","highSC","hard",0.401,1,1,4,2.031
1,"dotnumber","highSC","hard",0.601,-1,1,4,0.225
1,"dotnumber","highSC","easy",0.569,-1,1,5,0.269
1,"dotnumber","highSC","average",1.085,1,1,4,0.258
1,"dotnumber","highSC","average",0.469,1,0,4,0.193
1,"dotnumber","highSC","easy",0.418,1,1,5,0.196
1,"dotnumber","highSC","average",0.368,1,0,3,0.602
1,"dotnumber","highSC","hard",0.418,1,0,4,0.557
1,"dotnumber","highSC","easy",0.418,1,1,5,0.225
1,"dotnumber","highSC","average",0.618,-1,1,4,0.331
1,"dotnumber","highSC","hard",0.418,1,1,4,0.233
1,"dotnumber","highSC","easy",0.618,-1,1,4,0.21
1,"dotnumber","highSC","easy",0.401,1,1,5,0.598
1,"dotnumber","highSC","hard",0.501,1,1,4,0.902
1,"dotnumber","highSC","average",0.402,1,1,4,0.333
1,"dotnumber","highSC","hard",0.351,1,0,4,0.269
1,"dotnumber","highSC","average",0.586,-1,1,5,0.246
1,"dotnumber","highSC","hard",0.518,1,0,5,0.212
1,"dotnumber","highSC","average",0.435,1,1,5,0.214
1,"dotnumber","highSC","average",0.367,1,1,5,0.235
