"sub","task","traindiffcond","coh","rt","resp","cor","cj","RTconf"
31,"dotnumber","average","hard",0.669,1,0,5,1.215
31,"dotnumber","average","hard",0.669,1,1,4,1.726
31,"dotnumber","average","hard",1.736,1,0,4,0.557
31,"dotnumber","average","easy",1.519,1,0,4,0.709
31,"dotnumber","average","hard",1.069,1,0,4,0.52
31,"dotnumber","average","hard",0.885,1,0,4,0.858
31,"dotnumber","average","easy",0.635,-1,1,3,0.569
31,"dotnumber","average","hard",1.018,1,1,4,0.26
31,"dotnumber","average","easy",1.202,-1,1,4,0.245
31,"dotnumber","average","average",0.853,-1,1,4,0.276
31,"dotnumber","average","average",0.701,1,0,2,0.281
31,"dotnumber","average","average",0.668,1,1,5,0.27
31,"dotnumber","average","average",0.619,1,1,5,0.262
31,"dotnumber","average","hard",0.785,-1,1,4,0.024
31,"dotnumber","average","hard",0.602,1,0,4,0.266
31,"dotnumber","average","hard",0.786,1,1,4,0.299
31,"dotnumber","average","easy",0.736,-1,1,4,0.572
31,"dotnumber","average","easy",1.352,1,1,5,0.378
31,"dotnumber","average","average",0.634,-1,1,5,0.301
31,"dotnumber","average","easy",0.634,1,1,5,0.306
31,"dotnumber","average","hard",0.751,1,1,5,0.259
31,"dotnumber","average","average",1.519,-1,1,5,0.535
31,"dotnumber","average","hard",0.818,1,0,3,2.155
31,"dotnumber","average","easy",0.702,1,1,5,0.77
31,"dotnumber","average","easy",0.953,1,1,5,0.28
31,"dotnumber","average","easy",0.518,1,1,5,0.26
31,"dotnumber","average","easy",0.602,-1,1,5,2.781
31,"dotnumber","average","easy",0.517,-1,1,5,0.562
31,"dotnumber","average","average",0.635,1,1,5,0.269
31,"dotnumber","average","hard",0.719,-1,1,3,0.305
31,"dotnumber","average","easy",0.451,1,1,5,0.126
31,"dotnumber","average","average",0.485,1,1,5,0.705
31,"dotnumber","average","hard",1.286,1,1,2,0.3
31,"dotnumber","average","easy",0.652,-1,1,5,0.241
31,"dotnumber","average","hard",0.919,-1,1,4,0.478
31,"dotnumber","average","hard",0.535,1,0,5,0.077
31,"dotnumber","average","average",0.517,1,1,4,0.481
31,"dotnumber","average","average",0.885,-1,1,3,0.325
31,"dotnumber","average","hard",0.485,1,1,5,0.256
31,"dotnumber","average","easy",0.485,1,1,5,0.254
31,"dotnumber","average","easy",0.585,1,1,5,0.297
31,"dotnumber","average","average",0.568,-1,1,5,0.321
31,"dotnumber","average","easy",0.618,1,1,5,1.079
31,"dotnumber","average","average",0.534,1,1,6,0.273
31,"dotnumber","average","easy",0.5,1,1,6,0.238
31,"dotnumber","average","average",0.819,1,0,5,0.286
31,"dotnumber","average","easy",0.486,1,1,5,0.267
31,"dotnumber","average","average",0.819,1,1,3,0.234
31,"dotnumber","average","hard",0.634,1,0,3,0.243
31,"dotnumber","average","average",1.052,-1,1,2,0.186
31,"dotnumber","average","hard",0.586,1,1,5,0.343
31,"dotnumber","average","easy",0.718,-1,1,5,0.407
31,"dotnumber","average","easy",0.452,-1,1,5,0.288
31,"dotnumber","average","average",0.485,-1,1,5,0.077
31,"dotnumber","average","average",0.635,-1,1,4,0.236
31,"dotnumber","average","hard",0.769,1,0,4,0.175
31,"dotnumber","average","hard",1.069,1,1,4,0.248
31,"dotnumber","average","easy",0.503,-1,1,5,0.341
31,"dotnumber","average","hard",0.485,1,1,5,0.272
31,"dotnumber","average","average",0.668,1,0,4,0.342
31,"dotnumber","average","hard",1.002,1,1,4,0.443
31,"dotnumber","average","hard",1.069,1,0,4,0.697
31,"dotnumber","average","average",0.668,1,1,5,0.27
31,"dotnumber","average","easy",0.518,1,1,5,0.553
31,"dotnumber","average","average",0.535,1,0,5,1.721
31,"dotnumber","average","average",0.768,-1,1,3,0.463
31,"dotnumber","average","average",0.485,1,1,4,0.277
31,"dotnumber","average","hard",0.568,1,0,5,0.175
31,"dotnumber","average","average",0.435,1,1,5,0.274
31,"dotnumber","average","easy",0.603,1,0,5,0.283
31,"dotnumber","average","average",0.935,1,1,5,0.356
31,"dotnumber","average","hard",1.186,1,1,4,0.418
31,"dotnumber","average","hard",1.769,-1,1,3,0.42
31,"dotnumber","average","hard",1.919,1,1,5,0.352
31,"dotnumber","average","easy",1.651,-1,1,5,0.298
31,"dotnumber","average","hard",0.534,1,1,5,0.052
31,"dotnumber","average","hard",0.969,1,0,3,0.646
31,"dotnumber","average","average",0.619,-1,1,4,0.655
31,"dotnumber","average","hard",0.568,1,1,4,0.169
31,"dotnumber","average","easy",0.585,-1,1,3,0.23
31,"dotnumber","average","average",0.418,1,1,5,0.216
31,"dotnumber","average","easy",0.868,1,0,3,0.263
31,"dotnumber","average","hard",0.552,1,0,4,0.258
31,"dotnumber","average","hard",0.486,1,0,4,0.24
31,"dotnumber","average","average",0.801,1,0,4,0.274
31,"dotnumber","average","easy",0.636,1,1,5,0.233
31,"dotnumber","average","hard",0.451,1,0,5,0.249
31,"dotnumber","average","easy",0.519,1,1,6,0.245
31,"dotnumber","average","easy",1.153,1,0,5,0.248
31,"dotnumber","average","easy",0.934,1,1,5,0.66
31,"dotnumber","average","easy",0.819,1,1,6,0.34
31,"dotnumber","average","average",0.618,1,1,6,0.216
31,"dotnumber","average","easy",0.734,-1,1,5,0.237
31,"dotnumber","average","easy",0.802,1,0,4,0.255
31,"dotnumber","average","hard",0.618,1,1,5,0.551
31,"dotnumber","average","easy",0.468,1,1,6,0.265
31,"dotnumber","average","hard",0.651,1,0,5,0.288
31,"dotnumber","average","hard",0.602,1,1,5,0.231
31,"dotnumber","average","easy",0.634,-1,1,5,0.272
31,"dotnumber","average","easy",0.619,1,1,5,0.248
31,"dotnumber","average","hard",1.202,-1,1,3,0.249
31,"dotnumber","average","average",0.653,-1,1,4,0.272
31,"dotnumber","average","easy",0.735,1,0,4,0.242
31,"dotnumber","average","average",0.652,1,1,4,0.25
31,"dotnumber","average","average",0.735,1,1,4,0.286
31,"dotnumber","average","average",0.567,1,1,5,0.087
31,"dotnumber","average","hard",0.501,1,1,5,0.235
31,"xotask","hard","easy",1.235,-1,1,4,0.905
31,"xotask","hard","average",1.203,-1,1,4,0.302
31,"xotask","hard","easy",0.702,1,1,5,0.353
31,"xotask","hard","easy",0.736,1,1,5,0.544
31,"xotask","hard","easy",1.069,1,1,4,0.265
31,"xotask","hard","average",0.635,1,1,4,0.271
31,"xotask","hard","average",0.619,1,1,4,0.359
31,"xotask","hard","average",0.669,1,1,4,0.248
31,"xotask","hard","easy",0.601,-1,1,5,0.513
31,"xotask","hard","hard",0.669,1,0,4,0.252
31,"xotask","hard","hard",0.735,-1,1,2,0.959
31,"xotask","hard","easy",1.202,-1,1,4,0.322
31,"xotask","hard","average",0.885,1,1,5,0.284
31,"xotask","hard","easy",0.668,-1,1,5,0.288
31,"xotask","hard","easy",0.601,1,1,5,0.263
31,"xotask","hard","hard",0.635,-1,1,3,0.222
31,"xotask","hard","average",0.869,1,1,4,0.253
31,"xotask","hard","hard",0.718,-1,1,4,0.256
31,"xotask","hard","hard",0.785,-1,1,2,0.257
31,"xotask","hard","easy",0.92,-1,1,5,0.253
31,"xotask","hard","average",0.652,1,1,5,0.276
31,"xotask","hard","easy",0.835,1,1,5,0.818
31,"xotask","hard","easy",0.686,-1,1,5,0.207
31,"xotask","hard","average",0.618,-1,1,5,0.249
31,"xotask","hard","hard",0.919,-1,0,1,0.437
31,"xotask","hard","average",1.303,-1,1,2,0.233
31,"xotask","hard","average",0.703,-1,1,3,0.27
31,"xotask","hard","easy",0.768,-1,1,5,0.287
31,"xotask","hard","average",0.801,1,1,4,0.286
31,"xotask","hard","average",0.969,-1,0,2,0.134
31,"xotask","hard","hard",1.27,-1,1,3,0.232
31,"xotask","hard","average",1.07,-1,1,4,0.254
31,"xotask","hard","hard",0.868,-1,0,2,0.187
31,"xotask","hard","average",0.869,-1,0,4,0.444
31,"xotask","hard","average",1.003,1,1,3,0.3
31,"xotask","hard","easy",0.835,1,1,5,0.809
31,"xotask","hard","average",0.785,-1,1,4,0.227
31,"xotask","hard","hard",0.769,-1,0,3,0.198
31,"xotask","hard","hard",0.852,-1,1,4,0.071
31,"xotask","hard","easy",0.836,1,1,5,0.669
31,"xotask","hard","hard",1.235,1,1,3,0.283
31,"xotask","hard","average",0.819,-1,0,1,0.249
31,"xotask","hard","average",0.902,-1,1,5,0.757
31,"xotask","hard","easy",0.885,1,0,1,0.493
31,"xotask","hard","easy",0.903,1,1,6,0.272
31,"xotask","hard","average",0.852,-1,1,5,0.254
31,"xotask","hard","easy",0.652,1,1,6,0.308
31,"xotask","hard","average",0.801,-1,1,5,0.466
31,"xotask","hard","hard",0.953,-1,1,4,0.26
31,"xotask","hard","easy",0.852,1,1,6,0.242
31,"xotask","hard","hard",1.119,-1,0,3,0.278
31,"xotask","hard","hard",0.952,-1,0,2,0.223
31,"xotask","hard","average",0.953,-1,1,4,0.283
31,"xotask","hard","hard",1.186,-1,1,5,0.41
31,"xotask","hard","hard",1.286,-1,1,4,1.968
31,"xotask","hard","hard",1.252,-1,0,3,0.264
31,"xotask","hard","easy",0.618,1,1,5,0.287
31,"xotask","hard","hard",0.752,1,1,5,0.256
31,"xotask","hard","average",0.734,1,1,3,0.051
31,"xotask","hard","easy",0.67,-1,1,4,0.177
31,"xotask","hard","hard",0.685,-1,0,5,0.089
31,"xotask","hard","average",0.635,-1,1,5,0.327
31,"xotask","hard","easy",0.619,-1,1,5,0.3
31,"xotask","hard","hard",0.751,-1,0,3,0.252
31,"xotask","hard","easy",0.902,-1,1,5,0.217
31,"xotask","hard","easy",0.952,1,1,5,0.244
31,"xotask","hard","hard",2.637,1,1,3,0.33
31,"xotask","hard","easy",0.969,-1,1,6,0.208
31,"xotask","hard","hard",0.868,-1,1,5,0.288
31,"xotask","hard","average",0.702,-1,1,5,0.307
31,"xotask","hard","hard",0.668,-1,1,3,0.342
31,"xotask","hard","hard",1.319,-1,0,3,0.27
31,"xotask","hard","average",1.453,1,1,2,0.318
31,"xotask","hard","hard",0.769,-1,0,3,0.621
31,"xotask","hard","hard",1.42,-1,0,4,0.325
31,"xotask","hard","easy",0.702,-1,1,5,0.262
31,"xotask","hard","hard",0.753,1,0,3,0.2
31,"xotask","hard","average",1.319,-1,1,5,0.261
31,"xotask","hard","average",0.635,1,1,5,0.284
31,"xotask","hard","hard",0.685,-1,0,4,0.768
31,"xotask","hard","easy",0.669,1,1,5,0.273
31,"xotask","hard","average",1.036,-1,1,5,0.583
31,"xotask","hard","hard",1.236,-1,0,4,0.327
31,"xotask","hard","easy",0.769,1,1,5,0.15
31,"xotask","hard","average",0.785,-1,0,5,0.907
31,"xotask","hard","hard",1.202,-1,0,5,0.289
31,"xotask","hard","hard",0.768,-1,0,4,0.337
31,"xotask","hard","easy",0.634,1,1,5,0.245
31,"xotask","hard","hard",1.419,-1,0,3,0.556
31,"xotask","hard","hard",0.719,1,0,2,0.26
31,"xotask","hard","average",0.769,-1,1,5,0.261
31,"xotask","hard","easy",0.635,1,1,6,0.317
31,"xotask","hard","hard",0.652,-1,1,5,0.272
31,"xotask","hard","hard",0.836,-1,0,5,0.318
31,"xotask","hard","average",0.719,-1,1,5,0.287
31,"xotask","hard","easy",0.584,-1,1,6,0.279
31,"xotask","hard","hard",0.702,-1,1,4,0.25
31,"xotask","hard","easy",0.852,-1,1,5,0.248
31,"xotask","hard","average",0.869,-1,1,4,0.278
31,"xotask","hard","average",0.718,1,1,5,0.297
31,"xotask","hard","average",1.019,1,1,3,0.238
31,"xotask","hard","average",1.036,1,1,3,1.366
31,"xotask","hard","hard",0.968,-1,0,3,0.209
31,"xotask","hard","easy",0.868,-1,1,5,0.225
31,"xotask","hard","average",0.886,-1,0,4,0.527
31,"xotask","hard","hard",1.285,1,0,4,0.369
31,"xotask","hard","easy",0.736,1,1,5,0.367
31,"xotask","hard","easy",1.051,1,1,5,0.4
31,"xotask","hard","average",0.735,-1,1,5,0.349
31,"xotask","hard","hard",1.085,-1,1,4,0.414
31,"xotask","hard","average",0.752,-1,1,5,0.121
31,"xotask","hard","hard",0.769,-1,1,4,0.273
31,"xotask","hard","easy",0.718,-1,1,4,0.339
31,"xotask","hard","average",1.969,-1,0,4,0.304
31,"xotask","hard","easy",0.751,-1,1,5,0.304
31,"xotask","hard","average",0.802,-1,0,3,0.255
31,"xotask","hard","average",0.586,-1,1,4,0.28
31,"xotask","hard","average",0.569,-1,1,5,0.304
31,"xotask","hard","average",0.718,-1,1,5,0.242
31,"xotask","hard","easy",0.969,1,1,5,0.076
31,"xotask","hard","hard",0.618,-1,1,5,0.347
31,"xotask","hard","easy",0.568,-1,1,5,0.273
31,"xotask","hard","easy",0.636,1,1,6,0.168
31,"xotask","hard","hard",0.802,1,0,4,0.219
31,"xotask","hard","average",0.701,1,1,6,0.321
31,"xotask","hard","hard",0.818,1,0,5,0.35
31,"xotask","hard","easy",0.601,1,1,6,0.514
31,"xotask","hard","easy",0.585,-1,1,6,0.305
31,"xotask","hard","hard",0.735,-1,0,5,0.241
31,"xotask","hard","hard",1.486,1,1,2,0.502
31,"xotask","hard","easy",0.702,-1,1,6,1.216
31,"xotask","hard","average",0.702,-1,1,5,0.621
31,"xotask","hard","hard",0.65,-1,1,5,0.437
31,"xotask","hard","easy",0.535,1,1,5,0.456
31,"xotask","hard","easy",0.952,-1,0,5,0.41
31,"xotask","hard","easy",0.652,-1,1,5,0.267
31,"xotask","hard","average",0.652,1,1,5,0.544
31,"xotask","hard","average",0.635,-1,1,3,1.244
31,"xotask","hard","average",0.719,1,1,5,0.295
31,"xotask","hard","hard",1.203,-1,1,3,0.309
31,"xotask","hard","easy",0.668,-1,1,5,0.345
31,"xotask","hard","easy",1.318,-1,1,5,0.32
31,"xotask","hard","easy",0.552,1,1,6,0.152
31,"xotask","hard","hard",1.002,1,1,5,0.148
31,"xotask","hard","easy",0.768,-1,1,4,1.554
31,"xotask","hard","hard",0.869,-1,1,3,0.234
31,"xotask","hard","average",0.651,-1,1,4,0.017
31,"xotask","hard","average",0.585,1,1,5,0.244
31,"xotask","hard","average",0.752,1,1,5,0.263
31,"xotask","hard","hard",0.702,1,1,3,0.091
31,"xotask","hard","hard",1.22,1,1,3,0.24
31,"xotask","hard","average",1.285,1,1,3,0.253
31,"xotask","hard","easy",1.086,-1,1,4,0.258
31,"xotask","hard","average",0.752,1,1,4,0.277
31,"xotask","hard","easy",0.685,1,1,6,0.281
31,"xotask","hard","hard",2.053,-1,1,4,0.276
31,"xotask","hard","easy",0.819,-1,1,5,0.275
31,"xotask","hard","hard",0.919,-1,1,2,0.27
31,"xotask","hard","hard",1.169,-1,0,3,0.367
31,"xotask","hard","average",0.819,-1,1,5,0.202
31,"xotask","hard","easy",0.701,1,1,6,0.272
31,"xotask","hard","easy",0.768,-1,1,6,0.577
31,"xotask","hard","average",1.069,-1,1,5,0.313
31,"xotask","hard","hard",1.453,-1,1,4,0.124
31,"xotask","hard","easy",0.702,-1,1,5,0.262
31,"xotask","hard","hard",0.902,-1,1,4,0.274
31,"xotask","hard","hard",0.602,-1,0,3,0.282
31,"xotask","hard","average",0.685,-1,1,4,0.397
31,"xotask","hard","average",0.953,1,1,5,0.289
31,"xotask","hard","easy",0.668,1,1,5,0.309
31,"xotask","hard","average",0.669,-1,1,5,0.265
31,"xotask","hard","hard",0.802,1,1,3,0.537
31,"xotask","hard","average",0.685,1,1,5,0.21
31,"xotask","hard","hard",0.684,1,1,3,0.25
31,"xotask","hard","easy",1.019,-1,1,5,0.337
31,"xotask","hard","easy",0.518,1,1,6,0.233
31,"xotask","hard","easy",0.518,-1,1,6,0.07
31,"xotask","hard","average",1.003,1,1,3,13.381
31,"xotask","hard","hard",1.136,-1,1,4,0.27
31,"xotask","hard","hard",0.702,1,1,4,0.546
31,"xotask","hard","easy",0.719,-1,1,4,0.393
31,"xotask","hard","average",0.803,1,1,5,0.212
31,"xotask","hard","easy",0.635,1,1,5,0.221
31,"xotask","hard","average",0.552,-1,1,5,0.233
31,"xotask","hard","average",0.752,1,1,5,0.316
31,"xotask","hard","average",0.636,-1,1,5,0.24
31,"xotask","hard","easy",1.318,-1,0,3,0.252
31,"xotask","hard","hard",0.702,-1,1,3,0.208
31,"xotask","hard","easy",0.501,1,1,5,0.255
31,"xotask","hard","easy",0.569,1,1,5,0.568
31,"xotask","hard","hard",0.684,-1,1,5,0.241
31,"xotask","hard","average",0.653,-1,1,6,0.168
31,"xotask","hard","hard",0.718,1,1,4,0.191
31,"xotask","hard","average",0.602,-1,1,5,0.474
31,"xotask","hard","easy",0.602,-1,1,5,0.266
31,"xotask","hard","average",0.87,-1,1,3,2.63
31,"xotask","hard","hard",0.719,-1,1,4,0.217
31,"xotask","hard","easy",1.086,-1,1,6,0.271
31,"xotask","hard","easy",0.953,-1,1,6,0.313
31,"xotask","hard","hard",0.668,1,1,4,0.252
31,"xotask","hard","hard",0.685,-1,0,5,0.241
31,"xotask","hard","hard",0.735,-1,1,5,0.277
31,"xotask","hard","easy",0.802,-1,0,1,0.532
31,"xotask","hard","easy",0.985,1,1,6,0.769
31,"xotask","hard","easy",1.202,1,1,5,0.236
31,"xotask","hard","hard",1.386,-1,0,2,0.229
31,"xotask","hard","easy",0.618,1,1,6,0.285
31,"xotask","hard","hard",1.086,-1,0,5,0.305
31,"xotask","hard","hard",0.768,-1,1,4,0.241
31,"xotask","hard","hard",0.885,-1,1,3,0.254
31,"xotask","hard","easy",0.651,-1,1,5,0.213
31,"xotask","hard","average",0.852,1,1,4,0.084
31,"xotask","hard","average",0.619,-1,1,4,0.435
31,"xotask","hard","average",0.801,1,1,5,0.219
31,"xotask","hard","average",0.886,1,1,3,0.297
31,"xotask","hard","average",0.718,-1,1,4,0.219
32,"dotnumber","average","easy",0.919,1,1,6,0.896
32,"dotnumber","average","easy",0.885,1,1,5,0.339
32,"dotnumber","average","hard",2.453,-1,1,3,0.973
32,"dotnumber","average","easy",1.32,1,1,3,0.827
32,"dotnumber","average","hard",1.569,1,0,4,2.213
32,"dotnumber","average","hard",1.618,-1,1,5,0.901
32,"dotnumber","average","hard",0.752,-1,1,6,0.333
32,"dotnumber","average","average",0.752,1,1,1,0.413
32,"dotnumber","average","average",0.885,-1,0,3,0.26
32,"dotnumber","average","easy",0.435,1,1,6,0.292
32,"dotnumber","average","easy",1.352,1,1,4,0.317
32,"dotnumber","average","average",0.919,-1,1,2,0.278
32,"dotnumber","average","average",1.351,-1,1,6,0.24
32,"dotnumber","average","easy",1.202,-1,1,6,0.241
32,"dotnumber","average","average",1.619,1,1,2,0.321
32,"dotnumber","average","easy",0.986,1,1,6,0.248
32,"dotnumber","average","easy",1.286,1,1,4,0.565
32,"dotnumber","average","average",1.069,1,1,5,0.286
32,"dotnumber","average","easy",0.918,-1,1,6,0.265
32,"dotnumber","average","easy",0.884,-1,1,6,0.262
32,"dotnumber","average","easy",1.035,1,1,4,0.525
32,"dotnumber","average","hard",1.235,1,0,2,0.369
32,"dotnumber","average","average",0.601,-1,0,6,0.262
32,"dotnumber","average","average",0.519,1,1,6,0.45
32,"dotnumber","average","average",0.752,1,0,4,0.429
32,"dotnumber","average","easy",0.935,1,1,5,0.386
32,"dotnumber","average","hard",0.952,1,1,6,0.279
32,"dotnumber","average","average",0.6,-1,1,5,0.399
32,"dotnumber","average","easy",0.635,-1,1,3,0.448
32,"dotnumber","average","hard",0.802,1,1,6,0.233
32,"dotnumber","average","hard",1.886,-1,1,4,0.574
32,"dotnumber","average","easy",1.787,1,0,2,0.25
32,"dotnumber","average","average",0.902,-1,1,4,0.279
32,"dotnumber","average","hard",0.869,1,0,6,0.26
32,"dotnumber","average","hard",1.168,-1,1,2,0.39
32,"dotnumber","average","hard",1.019,1,1,1,0.248
32,"dotnumber","average","easy",0.919,-1,1,5,0.485
32,"dotnumber","average","average",1.536,-1,1,6,0.222
32,"dotnumber","average","hard",0.685,1,0,4,0.309
32,"dotnumber","average","average",1.002,-1,1,6,0.252
32,"dotnumber","average","hard",0.552,-1,0,5,0.215
32,"dotnumber","average","easy",0.402,-1,1,2,0.233
32,"dotnumber","average","hard",0.634,-1,0,6,0.226
32,"dotnumber","average","hard",0.635,-1,1,2,0.571
32,"dotnumber","average","hard",1.036,-1,0,3,0.277
32,"dotnumber","average","easy",0.551,-1,0,6,0.239
32,"dotnumber","average","easy",0.701,-1,1,6,0.277
32,"dotnumber","average","average",0.901,-1,0,1,6.866
32,"dotnumber","average","average",0.769,-1,1,4,0.229
32,"dotnumber","average","hard",2.203,1,1,5,2.686
32,"dotnumber","average","hard",1.503,-1,1,1,0.239
32,"dotnumber","average","easy",1.852,-1,0,4,1.573
32,"dotnumber","average","average",1.119,1,1,6,0.243
32,"dotnumber","average","hard",1.435,-1,0,4,0.347
32,"dotnumber","average","average",0.935,-1,1,5,0.515
32,"dotnumber","average","hard",0.969,1,1,4,0.29
32,"dotnumber","average","easy",0.785,-1,1,6,0.274
32,"dotnumber","average","easy",1.551,-1,1,3,0.244
32,"dotnumber","average","average",0.318,-1,0,6,0.249
32,"dotnumber","average","hard",1.186,1,1,4,0.362
32,"dotnumber","average","easy",1.152,-1,1,5,0.265
32,"dotnumber","average","hard",1.486,1,1,5,0.653
32,"dotnumber","average","easy",0.852,1,1,5,0.251
32,"dotnumber","average","average",0.651,1,1,6,0.242
32,"dotnumber","average","average",0.518,-1,1,4,0.287
32,"dotnumber","average","average",0.435,1,1,6,0.222
32,"dotnumber","average","hard",0.717,1,1,4,0.227
32,"dotnumber","average","average",0.501,1,1,1,0.29
32,"dotnumber","average","hard",0.985,-1,1,4,0.234
32,"dotnumber","average","easy",0.735,-1,1,6,0.238
32,"dotnumber","average","average",0.635,-1,1,6,0.279
32,"dotnumber","average","average",0.818,-1,1,3,0.23
32,"dotnumber","average","average",1.069,1,1,5,0.876
32,"dotnumber","average","easy",0.736,1,1,5,0.23
32,"dotnumber","average","average",0.584,-1,1,6,0.241
32,"dotnumber","average","easy",0.868,-1,1,4,0.496
32,"dotnumber","average","average",0.702,-1,1,2,0.507
32,"dotnumber","average","average",1.118,-1,0,5,0.069
32,"dotnumber","average","easy",0.635,1,0,4,0.244
32,"dotnumber","average","average",0.485,-1,1,6,0.194
32,"dotnumber","average","hard",0.752,1,0,5,0.44
32,"dotnumber","average","average",0.685,-1,1,6,0.294
32,"dotnumber","average","hard",1.253,1,0,3,1.091
32,"dotnumber","average","average",1.102,-1,1,5,0.502
32,"dotnumber","average","average",1.018,1,1,3,0.388
32,"dotnumber","average","hard",1.352,-1,0,4,0.36
32,"dotnumber","average","average",5.656,-1,1,5,0.286
32,"dotnumber","average","easy",0.318,1,1,3,0.29
32,"dotnumber","average","easy",2.137,-1,1,5,1.259
32,"dotnumber","average","easy",1.119,-1,1,4,0.261
32,"dotnumber","average","average",0.652,1,1,3,0.284
32,"dotnumber","average","easy",0.635,1,1,3,0.227
32,"dotnumber","average","average",0.569,1,1,5,0.751
32,"dotnumber","average","easy",1.119,-1,0,4,0.59
32,"dotnumber","average","hard",0.985,1,1,5,0.393
32,"dotnumber","average","easy",0.451,-1,1,5,0.211
32,"dotnumber","average","average",0.335,1,1,3,0.234
32,"dotnumber","average","hard",0.47,-1,0,5,0.217
32,"dotnumber","average","easy",0.717,-1,1,4,0.286
32,"dotnumber","average","easy",0.652,1,1,4,0.276
32,"dotnumber","average","easy",0.586,-1,1,5,0.589
32,"dotnumber","average","easy",0.768,-1,1,5,0.209
32,"dotnumber","average","hard",0.468,1,0,4,0.13
32,"dotnumber","average","hard",0.435,1,1,3,0.231
32,"dotnumber","average","hard",0.918,-1,1,4,0.212
32,"dotnumber","average","hard",0.703,1,0,5,0.203
32,"dotnumber","average","easy",0.367,-1,0,1,0.24
32,"dotnumber","average","easy",1.085,-1,1,6,0.262
32,"dotnumber","average","hard",1.086,1,0,5,0.203
32,"dotnumber","average","average",0.802,1,1,3,0.27
32,"dotnumber","average","hard",0.969,-1,1,4,0.263
32,"dotnumber","average","hard",0.418,1,0,3,0.2
32,"dotnumber","average","easy",0.419,-1,0,6,0.251
32,"dotnumber","average","hard",0.735,-1,1,5,0.35
32,"dotnumber","average","average",0.835,1,1,2,0.202
32,"dotnumber","average","hard",0.734,-1,0,4,0.24
32,"dotnumber","average","average",0.985,-1,1,4,0.25
32,"dotnumber","average","average",0.568,1,0,3,0.372
32,"dotnumber","average","hard",0.351,-1,0,1,0.242
32,"dotnumber","average","average",0.552,-1,1,6,0.334
32,"dotnumber","average","average",1.135,1,1,5,0.206
32,"dotnumber","average","average",0.653,1,1,3,0.231
32,"dotnumber","average","hard",0.67,-1,0,5,0.206
32,"dotnumber","average","hard",0.501,1,0,5,0.238
32,"dotnumber","average","easy",0.685,-1,1,5,0.212
32,"dotnumber","average","average",0.418,1,1,6,0.263
32,"dotnumber","average","hard",0.602,1,1,6,0.224
32,"dotnumber","average","easy",0.385,1,1,6,0.147
32,"dotnumber","average","average",0.635,1,1,4,0.272
32,"dotnumber","average","easy",0.518,1,1,5,0.235
32,"dotnumber","average","hard",0.585,-1,0,3,0.23
32,"dotnumber","average","hard",0.735,1,0,4,0.251
32,"dotnumber","average","easy",0.634,1,1,5,0.178
32,"dotnumber","average","average",1.003,-1,1,6,0.158
32,"dotnumber","average","hard",0.435,1,1,4,0.563
32,"dotnumber","average","hard",0.402,-1,0,5,0.328
32,"dotnumber","average","average",0.485,-1,1,1,0.35
32,"dotnumber","average","easy",4.172,-1,1,3,0.112
32,"dotnumber","average","easy",0.752,-1,0,1,0.217
32,"dotnumber","average","easy",0.568,-1,1,4,0.229
32,"dotnumber","average","hard",0.585,1,0,2,0.224
32,"dotnumber","average","average",1.135,-1,1,6,0.261
32,"dotnumber","average","hard",0.435,-1,0,4,0.245
32,"dotnumber","average","hard",4.021,-1,1,1,0.888
32,"dotnumber","average","hard",0.968,-1,0,5,0.232
32,"dotnumber","average","average",0.468,1,1,4,0.215
32,"dotnumber","average","average",0.335,-1,0,1,0.125
32,"dotnumber","average","average",0.868,1,0,5,0.08
32,"dotnumber","average","hard",0.618,-1,0,2,0.224
32,"dotnumber","average","average",0.685,-1,1,4,0.247
32,"dotnumber","average","average",0.451,1,1,6,0.231
32,"dotnumber","average","hard",0.486,-1,1,4,0.214
32,"dotnumber","average","hard",0.585,1,0,4,0.258
32,"dotnumber","average","hard",0.636,-1,0,5,0.233
32,"dotnumber","average","average",0.334,1,1,6,0.158
32,"dotnumber","average","hard",0.335,-1,0,2,0.374
32,"dotnumber","average","easy",0.918,1,1,4,1.069
32,"dotnumber","average","hard",0.352,-1,0,3,0.575
32,"dotnumber","average","hard",1.819,-1,0,5,0.329
32,"dotnumber","average","average",0.635,-1,1,6,0.286
32,"dotnumber","average","average",1.588,1,1,2,0.494
32,"dotnumber","average","hard",0.418,-1,0,5,0.293
32,"dotnumber","average","easy",0.318,1,0,3,0.248
32,"dotnumber","average","hard",0.368,-1,0,4,0.075
32,"dotnumber","average","average",0.784,1,0,3,0.228
32,"dotnumber","average","average",0.901,1,1,5,0.178
32,"dotnumber","average","hard",0.702,-1,1,5,0.058
32,"dotnumber","average","average",0.752,1,0,4,0.277
32,"dotnumber","average","hard",0.301,-1,0,3,0.394
32,"dotnumber","average","average",0.435,-1,0,5,0.18
32,"dotnumber","average","easy",0.284,1,0,1,0.206
32,"dotnumber","average","easy",0.501,-1,1,6,0.253
32,"dotnumber","average","easy",0.852,-1,1,5,0.172
32,"dotnumber","average","average",0.468,1,1,4,0.254
32,"dotnumber","average","hard",0.436,-1,1,5,0.206
32,"dotnumber","average","easy",0.417,1,1,6,0.4
32,"dotnumber","average","hard",0.418,-1,1,3,0.059
32,"dotnumber","average","easy",0.385,1,0,1,0.213
32,"dotnumber","average","average",0.417,-1,1,5,0.184
32,"dotnumber","average","easy",0.736,-1,1,5,0.206
