"sub","task","traindiffcond","coh","rt","resp","cor","cj","RTconf"
6,"dotcolour","hard","hard",1.086,-1,1,4,1.045
6,"dotcolour","hard","average",1.686,-1,0,3,0.401
6,"dotcolour","hard","average",1.019,-1,1,5,0.242
6,"dotcolour","hard","easy",0.986,1,1,5,0.204
6,"dotcolour","hard","easy",0.685,1,1,5,0.243
6,"dotcolour","hard","average",1.019,-1,1,4,0.203
6,"dotcolour","hard","easy",0.751,-1,1,5,0.271
6,"dotcolour","hard","hard",1.502,-1,1,5,0.594
6,"dotcolour","hard","hard",1.219,-1,0,5,0.564
6,"dotcolour","hard","average",1.735,-1,0,3,0.288
6,"dotcolour","hard","hard",1.303,1,1,5,0.971
6,"dotcolour","hard","average",1.603,1,1,4,0.493
6,"dotcolour","hard","easy",0.969,-1,1,5,0.429
6,"dotcolour","hard","average",0.869,-1,1,5,0.276
6,"dotcolour","hard","hard",0.919,-1,1,5,0.094
6,"dotcolour","hard","hard",0.952,1,1,5,0.111
6,"dotcolour","hard","average",0.618,-1,1,5,0.238
6,"dotcolour","hard","average",0.469,-1,0,3,0.22
6,"dotcolour","hard","average",0.919,-1,0,4,0.569
6,"dotcolour","hard","hard",1.236,-1,1,4,0.538
6,"dotcolour","hard","easy",0.786,-1,1,5,0.256
6,"dotcolour","hard","average",1.185,-1,1,4,0.848
6,"dotcolour","hard","hard",1.253,-1,1,4,0.597
6,"dotcolour","hard","easy",1.519,1,1,5,0.25
6,"dotcolour","hard","easy",0.802,-1,1,5,0.25
6,"dotcolour","hard","average",0.919,-1,1,5,0.31
6,"dotcolour","hard","easy",0.669,1,1,5,0.265
6,"dotcolour","hard","average",1.636,1,1,5,0.615
6,"dotcolour","hard","average",1.17,1,1,5,0.457
6,"dotcolour","hard","average",0.851,-1,1,5,0.239
6,"dotcolour","hard","easy",0.735,1,1,5,0.37
6,"dotcolour","hard","hard",0.734,-1,1,5,0.257
6,"dotcolour","hard","easy",0.669,1,1,5,0.278
6,"dotcolour","hard","easy",0.719,1,1,5,0.265
6,"dotcolour","hard","hard",0.617,-1,1,4,0.641
6,"dotcolour","hard","hard",1.019,-1,1,4,0.248
6,"dotcolour","hard","easy",0.768,-1,1,5,0.442
6,"dotcolour","hard","hard",4.456,1,1,3,0.397
6,"dotcolour","hard","hard",1.019,1,1,4,0.398
6,"dotcolour","hard","average",1.269,-1,1,4,0.261
6,"dotcolour","hard","easy",0.752,-1,1,5,0.28
6,"dotcolour","hard","hard",1.053,-1,1,4,0.253
6,"dotcolour","hard","hard",1.118,-1,0,5,0.64
6,"dotcolour","hard","easy",0.818,-1,1,5,0.864
6,"dotcolour","hard","hard",1.119,-1,1,4,0.586
6,"dotcolour","hard","average",1.704,-1,0,5,0.696
6,"dotcolour","hard","easy",0.702,-1,1,5,0.474
6,"dotcolour","hard","easy",0.635,1,1,5,0.345
6,"dotcolour","hard","hard",1.219,-1,1,5,1.061
6,"dotcolour","hard","easy",0.886,1,1,5,0.273
6,"dotcolour","hard","hard",0.752,-1,0,5,0.69
6,"dotcolour","hard","easy",0.668,-1,1,5,0.198
6,"dotcolour","hard","hard",0.919,1,0,4,0.259
6,"dotcolour","hard","hard",1.052,1,1,3,0.105
6,"dotcolour","hard","easy",0.601,-1,1,5,0.184
6,"dotcolour","hard","easy",0.635,1,1,5,0.226
6,"dotcolour","hard","hard",0.801,1,1,5,0.228
6,"dotcolour","hard","average",0.852,1,1,5,0.115
6,"dotcolour","hard","average",1.119,-1,0,3,0.572
6,"dotcolour","hard","hard",1.386,-1,0,4,0.295
6,"dotcolour","hard","easy",0.718,-1,1,5,0.282
6,"dotcolour","hard","easy",0.652,-1,1,5,0.335
6,"dotcolour","hard","easy",0.634,1,1,5,0.306
6,"dotcolour","hard","average",0.952,-1,1,5,0.362
6,"dotcolour","hard","hard",1.836,-1,0,4,0.636
6,"dotcolour","hard","average",0.886,1,1,5,0.601
6,"dotcolour","hard","average",1.253,-1,1,5,0.889
6,"dotcolour","hard","hard",0.986,1,1,5,0.232
6,"dotcolour","hard","average",0.785,1,1,5,0.313
6,"dotcolour","hard","average",0.852,-1,1,3,0.373
6,"dotcolour","hard","average",1.07,-1,1,5,0.357
6,"dotcolour","hard","hard",2.236,-1,1,4,1.492
6,"dotcolour","hard","average",0.752,-1,1,5,0.371
6,"dotcolour","hard","easy",0.702,1,1,5,0.275
6,"dotcolour","hard","average",1.503,1,1,5,1.574
6,"dotcolour","hard","easy",0.701,-1,1,5,0.212
6,"dotcolour","hard","easy",0.702,-1,1,5,0.443
6,"dotcolour","hard","hard",1.02,-1,1,5,0.219
6,"dotcolour","hard","average",1.035,-1,1,4,0.339
6,"dotcolour","hard","average",0.869,-1,1,4,0.957
6,"dotcolour","hard","easy",0.652,-1,1,5,0.262
6,"dotcolour","hard","average",1.102,1,1,5,2.362
6,"dotcolour","hard","hard",1.136,-1,1,5,0.247
6,"dotcolour","hard","hard",2.003,-1,0,5,0.342
6,"dotcolour","hard","easy",0.752,-1,1,5,0.549
6,"dotcolour","hard","hard",0.752,-1,0,4,0.523
6,"dotcolour","hard","hard",0.902,-1,0,5,0.524
6,"dotcolour","hard","average",0.835,-1,0,3,0.128
6,"dotcolour","hard","hard",1.853,1,1,4,0.219
6,"dotcolour","hard","average",0.935,-1,0,4,0.327
6,"dotcolour","hard","easy",0.735,-1,1,5,0.071
6,"dotcolour","hard","hard",1.936,-1,1,5,1.36
6,"dotcolour","hard","easy",0.785,-1,1,5,0.261
6,"dotcolour","hard","average",0.818,-1,1,5,0.388
6,"dotcolour","hard","easy",0.734,-1,1,5,0.289
6,"dotcolour","hard","hard",1.586,1,0,4,0.496
6,"dotcolour","hard","average",1.385,1,1,5,0.303
6,"dotcolour","hard","easy",0.836,1,1,5,0.284
6,"dotcolour","hard","easy",0.668,1,1,5,0.913
6,"dotcolour","hard","hard",1.403,-1,0,5,0.285
6,"dotcolour","hard","easy",0.585,-1,0,3,0.261
6,"dotcolour","hard","easy",1.136,1,1,5,0.328
6,"dotcolour","hard","hard",1.285,-1,1,5,0.801
6,"dotcolour","hard","average",2.303,1,1,4,0.126
6,"dotcolour","hard","hard",1.47,1,1,4,0.264
6,"dotcolour","hard","easy",0.835,-1,1,5,0.262
6,"dotcolour","hard","average",1.17,1,1,5,0.248
6,"dotcolour","hard","average",1.003,1,1,5,0.336
6,"dotcolour","hard","average",0.935,-1,1,5,0.343
6,"dotcolour","hard","average",0.769,-1,0,4,0.661
6,"dotcolour","hard","hard",0.918,-1,0,3,0.288
6,"dotcolour","hard","easy",0.653,1,1,5,0.213
6,"dotcolour","hard","easy",0.719,-1,1,5,0.298
6,"dotcolour","hard","average",0.735,-1,1,5,0.427
6,"dotcolour","hard","hard",0.802,-1,1,5,0.996
6,"dotcolour","hard","easy",1.236,1,1,5,0.325
6,"dotcolour","hard","average",0.936,1,1,5,0.269
6,"dotcolour","hard","hard",0.602,-1,0,5,0.261
6,"dotcolour","hard","average",0.802,-1,1,5,0.325
6,"dotcolour","hard","easy",0.586,-1,1,5,0.364
6,"dotcolour","hard","hard",0.935,-1,1,5,0.226
6,"dotcolour","hard","hard",0.636,-1,1,5,0.17
6,"dotcolour","hard","hard",0.668,1,1,4,0.243
6,"dotcolour","hard","hard",1.303,-1,1,5,0.432
6,"dotcolour","hard","easy",0.635,-1,1,5,0.367
6,"dotcolour","hard","easy",0.769,1,1,5,0.252
6,"dotcolour","hard","hard",1.319,-1,0,4,0.327
6,"dotcolour","hard","average",1.086,1,1,5,0.585
6,"dotcolour","hard","easy",0.685,1,1,5,0.305
6,"dotcolour","hard","average",0.852,-1,1,5,0.541
6,"dotcolour","hard","easy",0.669,1,1,5,0.231
6,"dotcolour","hard","hard",1.286,-1,0,5,0.26
6,"dotcolour","hard","hard",1.052,-1,1,5,0.266
6,"dotcolour","hard","easy",0.652,1,1,5,0.287
6,"dotcolour","hard","average",0.652,-1,1,5,0.549
6,"dotcolour","hard","hard",3.071,-1,1,5,0.268
6,"dotcolour","hard","easy",0.652,1,1,5,0.241
6,"dotcolour","hard","easy",0.584,-1,1,5,0.283
6,"dotcolour","hard","average",1.219,1,1,5,0.569
6,"dotcolour","hard","average",0.668,-1,1,5,0.546
6,"dotcolour","hard","average",0.819,-1,1,5,0.71
6,"dotcolour","hard","average",1.169,-1,1,5,0.325
6,"dotcolour","hard","hard",0.818,-1,0,5,0.497
6,"dotnumber","easy","average",1.252,-1,1,5,0.484
6,"dotnumber","easy","easy",0.618,-1,1,5,0.259
6,"dotnumber","easy","hard",0.751,1,0,5,0.214
6,"dotnumber","easy","easy",0.786,-1,1,5,0.201
6,"dotnumber","easy","hard",0.936,1,0,5,0.246
6,"dotnumber","easy","average",0.652,1,1,5,0.255
6,"dotnumber","easy","easy",0.619,1,1,5,0.054
6,"dotnumber","easy","average",0.668,1,1,5,0.245
6,"dotnumber","easy","average",0.735,1,1,6,0.073
6,"dotnumber","easy","average",0.568,1,1,6,0.235
6,"dotnumber","easy","easy",0.718,-1,1,5,0.272
6,"dotnumber","easy","hard",1.352,1,0,4,0.17
6,"dotnumber","easy","average",0.569,1,1,5,0.264
6,"dotnumber","easy","hard",0.584,1,1,5,0.29
6,"dotnumber","easy","average",1.269,1,1,4,0.238
6,"dotnumber","easy","hard",0.669,1,1,5,0.245
6,"dotnumber","easy","average",0.918,1,1,5,0.257
6,"dotnumber","easy","average",1.385,1,1,5,0.202
6,"dotnumber","easy","easy",0.718,1,1,5,0.672
6,"dotnumber","easy","hard",1.068,-1,1,5,0.325
6,"dotnumber","easy","hard",1.72,1,1,5,0.414
6,"dotnumber","easy","easy",1.085,-1,1,5,0.333
6,"dotnumber","easy","hard",0.585,1,1,5,0.403
6,"dotnumber","easy","hard",0.735,1,1,4,0.289
6,"dotnumber","easy","hard",1.586,-1,0,4,0.256
6,"dotnumber","easy","average",0.768,1,1,5,0.21
6,"dotnumber","easy","easy",0.484,1,1,5,0.45
6,"dotnumber","easy","easy",0.752,1,1,5,0.285
6,"dotnumber","easy","hard",0.651,1,1,4,0.21
6,"dotnumber","easy","hard",0.784,1,0,5,0.294
6,"dotnumber","easy","average",0.935,1,1,5,0.24
6,"dotnumber","easy","easy",1.253,-1,1,6,0.207
6,"dotnumber","easy","average",0.684,1,1,5,0.247
6,"dotnumber","easy","easy",1.053,-1,1,5,0.238
6,"dotnumber","easy","hard",0.634,1,1,5,0.262
6,"dotnumber","easy","hard",0.735,1,0,5,0.218
6,"dotnumber","easy","easy",0.751,1,1,5,0.142
6,"dotnumber","easy","easy",0.769,-1,1,6,0.229
6,"dotnumber","easy","average",0.836,-1,1,5,0.342
6,"dotnumber","easy","easy",0.619,-1,1,5,0.315
6,"dotnumber","easy","hard",0.551,1,0,5,0.275
6,"dotnumber","easy","average",0.801,1,1,5,0.388
6,"dotnumber","easy","hard",0.635,1,1,5,0.742
6,"dotnumber","easy","easy",0.802,1,1,5,0.291
6,"dotnumber","easy","easy",0.502,1,1,5,0.27
6,"dotnumber","easy","average",0.752,-1,1,5,0.385
6,"dotnumber","easy","average",0.919,-1,1,5,0.343
6,"dotnumber","easy","easy",0.736,1,1,5,0.423
6,"dotnumber","easy","easy",1.486,1,0,4,0.421
6,"dotnumber","easy","hard",1.253,1,0,4,0.429
6,"dotnumber","easy","hard",1.419,-1,1,5,0.43
6,"dotnumber","easy","average",0.752,1,0,5,0.33
6,"dotnumber","easy","easy",0.602,1,1,5,0.336
6,"dotnumber","easy","hard",0.836,1,0,5,0.284
6,"dotnumber","easy","average",0.918,-1,1,5,0.311
6,"dotnumber","easy","average",0.719,1,0,5,0.345
6,"dotnumber","easy","easy",1.018,1,1,5,0.429
6,"dotnumber","easy","hard",0.785,1,0,4,0.344
6,"dotnumber","easy","average",0.586,1,0,5,0.351
6,"dotnumber","easy","average",1.169,1,0,5,0.252
6,"dotnumber","easy","easy",0.585,1,1,5,0.246
6,"dotnumber","easy","hard",0.952,1,0,5,0.321
6,"dotnumber","easy","hard",1.002,1,1,5,0.839
6,"dotnumber","easy","average",0.903,-1,1,5,0.604
6,"dotnumber","easy","hard",1.42,1,1,5,0.309
6,"dotnumber","easy","easy",0.552,1,1,5,0.67
6,"dotnumber","easy","hard",0.652,-1,0,5,0.356
6,"dotnumber","easy","easy",0.652,-1,1,5,0.279
6,"dotnumber","easy","easy",0.584,-1,1,5,0.464
6,"dotnumber","easy","average",0.585,-1,1,5,0.242
6,"dotnumber","easy","average",0.918,1,0,4,0.286
6,"dotnumber","easy","easy",0.718,-1,1,5,0.321
6,"dotnumber","easy","hard",1.82,1,1,4,0.304
6,"dotnumber","easy","hard",1.22,1,0,4,0.366
6,"dotnumber","easy","hard",0.819,1,1,5,0.298
6,"dotnumber","easy","easy",0.635,1,1,5,0.304
6,"dotnumber","easy","average",0.786,-1,1,5,0.703
6,"dotnumber","easy","average",0.969,-1,1,4,0.263
6,"dotnumber","easy","hard",0.935,-1,1,5,0.306
6,"dotnumber","easy","average",0.768,1,1,5,1.506
6,"dotnumber","easy","average",0.751,1,1,5,0.53
6,"dotnumber","easy","hard",1.669,-1,1,5,0.612
6,"dotnumber","easy","hard",0.786,1,0,5,0.456
6,"dotnumber","easy","average",0.935,1,1,5,0.363
6,"dotnumber","easy","average",1.603,1,1,5,0.471
6,"dotnumber","easy","easy",0.753,-1,1,5,0.993
6,"dotnumber","easy","hard",1.485,-1,1,5,0.679
6,"dotnumber","easy","hard",0.819,1,0,5,0.647
6,"dotnumber","easy","easy",1.987,-1,1,5,0.343
6,"dotnumber","easy","hard",0.802,-1,0,5,1.685
6,"dotnumber","easy","average",0.752,1,1,5,0.349
6,"dotnumber","easy","easy",0.752,-1,1,5,0.476
6,"dotnumber","easy","hard",1.386,1,1,5,0.3
6,"dotnumber","easy","easy",0.617,1,1,5,0.258
6,"dotnumber","easy","hard",0.718,1,1,5,0.646
6,"dotnumber","easy","easy",1.903,1,1,5,0.843
6,"dotnumber","easy","average",0.785,1,1,5,1.044
6,"dotnumber","easy","average",0.551,1,1,5,0.799
6,"dotnumber","easy","easy",0.585,-1,1,5,0.466
6,"dotnumber","easy","hard",0.568,-1,1,5,0.42
6,"dotnumber","easy","hard",0.92,1,1,5,0.921
6,"dotnumber","easy","easy",0.669,1,1,5,0.548
6,"dotnumber","easy","average",1.103,-1,0,5,0.285
6,"dotnumber","easy","easy",1.686,1,1,5,0.6
6,"dotnumber","easy","average",0.703,1,1,5,0.334
6,"dotnumber","easy","hard",1.469,-1,1,4,0.481
6,"dotnumber","easy","hard",0.752,1,1,5,0.331
6,"dotnumber","easy","average",0.935,1,0,5,0.659
6,"dotnumber","easy","average",1.352,-1,1,5,0.253
6,"dotnumber","easy","easy",0.735,-1,1,5,0.609
6,"dotnumber","easy","easy",1.503,1,0,5,1.734
6,"dotnumber","easy","easy",0.601,1,1,5,0.355
6,"dotnumber","easy","hard",0.785,-1,1,5,0.336
6,"dotnumber","easy","easy",0.752,-1,1,5,0.368
6,"dotnumber","easy","easy",0.668,-1,1,5,0.385
6,"dotnumber","easy","hard",0.668,1,1,5,0.258
6,"dotnumber","easy","easy",0.635,-1,1,5,0.442
6,"dotnumber","easy","easy",0.935,1,1,5,0.558
6,"dotnumber","easy","easy",0.518,1,1,5,0.27
6,"dotnumber","easy","average",0.718,-1,1,5,0.385
6,"dotnumber","easy","easy",0.718,1,1,5,0.336
6,"dotnumber","easy","hard",1.152,-1,0,4,0.255
6,"dotnumber","easy","hard",0.652,1,1,5,0.422
6,"dotnumber","easy","hard",0.785,-1,0,5,0.449
6,"dotnumber","easy","hard",1.002,1,0,5,0.226
6,"dotnumber","easy","average",0.735,-1,1,5,0.31
6,"dotnumber","easy","average",1.002,-1,1,5,0.301
6,"dotnumber","easy","average",0.819,1,1,5,0.587
6,"dotnumber","easy","average",0.835,-1,1,5,0.525
6,"dotnumber","easy","average",0.586,-1,1,5,0.331
6,"dotnumber","easy","easy",0.719,1,1,5,0.252
6,"dotnumber","easy","average",0.502,1,1,5,0.297
6,"dotnumber","easy","easy",0.535,1,1,5,0.452
6,"dotnumber","easy","average",1.653,1,0,5,0.489
6,"dotnumber","easy","easy",0.602,-1,1,5,0.345
6,"dotnumber","easy","average",0.518,-1,1,5,0.322
6,"dotnumber","easy","average",0.568,-1,1,5,0.282
6,"dotnumber","easy","hard",0.618,-1,1,5,0.529
6,"dotnumber","easy","hard",0.735,-1,1,5,0.473
6,"dotnumber","easy","easy",0.718,1,1,5,0.277
6,"dotnumber","easy","average",0.501,1,1,5,0.257
6,"dotnumber","easy","easy",0.602,-1,1,5,0.042
6,"dotnumber","easy","hard",0.602,1,1,5,0.236
6,"dotnumber","easy","easy",0.769,-1,1,6,0.255
6,"dotnumber","easy","easy",0.785,-1,1,5,0.899
6,"dotnumber","easy","hard",0.751,1,1,5,0.331
6,"dotnumber","easy","hard",0.635,1,0,5,0.432
6,"dotnumber","easy","easy",0.635,-1,1,5,0.544
6,"dotnumber","easy","easy",0.885,1,0,5,0.706
6,"dotnumber","easy","average",0.951,1,1,5,0.522
6,"dotnumber","easy","average",0.668,1,1,5,0.549
6,"dotnumber","easy","average",0.485,1,1,5,0.679
6,"dotnumber","easy","average",0.969,-1,1,5,0.336
6,"dotnumber","easy","hard",0.668,-1,1,5,0.291
6,"dotnumber","easy","hard",0.602,1,1,5,0.33
6,"dotnumber","easy","hard",0.652,1,1,5,0.575
6,"dotnumber","easy","hard",0.518,1,0,5,0.366
6,"dotnumber","easy","easy",0.551,-1,1,5,0.5
6,"dotnumber","easy","hard",0.435,-1,1,5,0.314
6,"dotnumber","easy","average",0.584,-1,1,5,0.322
6,"dotnumber","easy","easy",0.469,-1,1,5,0.286
6,"dotnumber","easy","average",0.384,-1,1,5,0.254
6,"dotnumber","easy","easy",0.485,1,1,5,0.476
6,"dotnumber","easy","average",0.868,1,0,5,0.545
6,"dotnumber","easy","average",0.735,1,1,5,0.361
6,"dotnumber","easy","average",0.534,1,1,5,0.305
6,"dotnumber","easy","average",0.485,-1,1,5,0.237
6,"dotnumber","easy","hard",0.536,1,1,5,0.393
6,"dotnumber","easy","easy",0.552,1,1,5,0.847
6,"dotnumber","easy","easy",0.501,1,1,5,0.5
6,"dotnumber","easy","average",0.535,1,1,5,0.325
6,"dotnumber","easy","average",0.636,1,1,5,0.618
6,"dotnumber","easy","hard",0.702,1,1,5,0.624
6,"dotnumber","easy","hard",0.484,1,0,5,0.287
6,"dotnumber","easy","easy",0.652,-1,1,5,0.341
6,"dotnumber","easy","easy",0.484,1,1,5,0.335
6,"dotnumber","easy","hard",0.502,1,0,5,0.169
6,"dotnumber","easy","average",0.435,1,1,5,0.284
6,"dotnumber","easy","hard",0.668,-1,0,5,0.433
6,"dotnumber","easy","average",0.352,1,0,5,0.285
6,"dotnumber","easy","easy",0.702,-1,1,5,0.256
6,"dotnumber","easy","easy",0.585,1,0,5,0.73
6,"dotnumber","easy","average",0.602,1,1,5,0.544
6,"dotnumber","easy","hard",0.802,-1,1,5,0.197
6,"dotnumber","easy","hard",0.885,1,1,5,0.037
6,"dotnumber","easy","hard",0.619,1,0,5,0.726
6,"dotnumber","easy","easy",0.569,-1,1,5,0.414
6,"dotnumber","easy","average",0.886,1,1,5,0.213
6,"dotnumber","easy","average",0.969,1,0,5,0.641
6,"dotnumber","easy","hard",1.452,1,0,5,0.311
6,"dotnumber","easy","average",0.686,-1,1,5,0.267
6,"dotnumber","easy","hard",0.618,1,0,5,0.339
6,"dotnumber","easy","hard",0.652,1,0,5,0.422
6,"dotnumber","easy","easy",0.552,1,1,5,0.346
6,"dotnumber","easy","easy",0.552,1,1,5,0.434
6,"dotnumber","easy","hard",0.385,1,1,5,0.588
6,"dotnumber","easy","average",0.485,1,1,5,0.237
6,"dotnumber","easy","average",0.468,1,0,4,0.236
6,"dotnumber","easy","easy",0.434,1,1,5,0.268
6,"dotnumber","easy","average",0.684,1,0,5,0.417
6,"dotnumber","easy","hard",0.601,1,1,5,0.26
6,"dotnumber","easy","average",0.503,1,1,5,0.545
6,"dotnumber","easy","easy",0.602,1,1,5,0.046
6,"dotnumber","easy","easy",0.502,1,1,5,0.66
6,"dotnumber","easy","easy",0.652,-1,1,5,0.539
6,"dotnumber","easy","hard",0.519,1,1,5,0.508
6,"dotnumber","easy","average",0.852,1,0,5,0.304
6,"dotnumber","easy","easy",0.469,-1,1,5,0.156
6,"dotnumber","easy","easy",0.669,-1,1,5,0.391
6,"dotnumber","easy","hard",0.585,1,1,5,1.755
6,"dotnumber","easy","hard",0.751,1,1,5,0.321
6,"dotnumber","easy","average",0.651,-1,1,5,0.325
6,"dotnumber","easy","easy",0.468,1,1,5,0.321
6,"dotnumber","easy","easy",0.452,1,1,5,0.238
6,"dotnumber","easy","easy",0.451,1,1,5,0.333
6,"dotnumber","easy","hard",0.719,-1,1,6,0.27
7,"dotcolour","hard","average",2.186,1,1,5,6.506
7,"dotcolour","hard","easy",2.02,-1,1,6,1.064
7,"dotcolour","hard","average",3.304,-1,1,3,3.393
7,"dotcolour","hard","average",3.488,1,1,3,1.875
7,"dotcolour","hard","hard",3.07,-1,1,5,1.411
7,"dotcolour","hard","hard",1.018,1,1,5,0.764
7,"dotcolour","hard","easy",1.92,1,1,6,0.585
7,"dotcolour","hard","easy",2.32,-1,0,1,0.781
7,"dotcolour","hard","easy",0.985,1,1,6,0.72
7,"dotcolour","hard","hard",2.253,-1,1,2,0.722
7,"dotcolour","hard","average",1.519,-1,1,4,4.226
7,"dotcolour","hard","average",1.369,-1,1,4,0.472
7,"dotcolour","hard","average",1.453,-1,1,5,0.421
7,"dotcolour","hard","hard",2.553,-1,1,4,0.406
7,"dotcolour","hard","hard",1.07,-1,1,5,0.374
7,"dotcolour","hard","hard",0.952,1,1,5,0.475
7,"dotcolour","hard","hard",1.453,1,0,4,0.504
7,"dotcolour","hard","easy",0.852,1,1,6,0.444
7,"dotcolour","hard","easy",1.003,1,1,6,0.732
7,"dotcolour","hard","hard",0.919,1,1,5,0.724
7,"dotcolour","hard","hard",0.936,1,1,5,0.635
7,"dotcolour","hard","average",0.869,1,1,4,0.393
7,"dotcolour","hard","average",0.869,-1,1,2,0.353
7,"dotcolour","hard","hard",1.218,1,1,4,1.372
7,"dotcolour","hard","easy",0.769,1,1,6,0.352
7,"dotcolour","hard","average",0.935,1,1,6,0.471
7,"dotcolour","hard","hard",1.803,1,1,5,0.293
7,"dotcolour","hard","hard",1.252,-1,0,3,0.37
7,"dotcolour","hard","average",1.369,-1,0,3,0.374
7,"dotcolour","hard","easy",0.935,-1,1,1,0.604
7,"dotcolour","hard","average",0.835,-1,1,2,0.604
7,"dotcolour","hard","average",2.353,-1,1,5,0.559
7,"dotcolour","hard","easy",1.035,-1,1,6,0.361
7,"dotcolour","hard","hard",1.854,1,1,5,0.907
7,"dotcolour","hard","average",0.786,1,1,4,0.368
7,"dotcolour","hard","average",0.903,-1,1,5,0.888
7,"dotcolour","hard","hard",1.102,1,1,4,0.386
7,"dotcolour","hard","easy",1.353,-1,1,6,0.326
7,"dotcolour","hard","average",0.786,1,1,5,0.34
7,"dotcolour","hard","easy",1.002,-1,1,6,0.617
7,"dotcolour","hard","hard",1.837,-1,1,4,0.688
7,"dotcolour","hard","average",1.036,-1,1,5,0.309
7,"dotcolour","hard","easy",1.285,1,1,6,1.631
7,"dotcolour","hard","hard",1.803,-1,1,4,0.35
7,"dotcolour","hard","average",1.035,1,1,5,1.424
7,"dotcolour","hard","hard",1.102,-1,1,5,0.516
7,"dotcolour","hard","average",1.102,-1,1,5,0.173
7,"dotcolour","hard","easy",0.868,-1,1,6,0.494
7,"dotcolour","hard","easy",2.036,-1,1,6,0.434
7,"dotcolour","hard","average",1.069,-1,1,5,0.401
7,"dotcolour","hard","hard",1.836,1,0,4,0.448
7,"dotcolour","hard","easy",1.169,-1,1,5,0.458
7,"dotcolour","hard","average",0.935,1,1,5,0.428
7,"dotcolour","hard","easy",1.053,1,1,6,0.331
7,"dotcolour","hard","hard",1.085,1,0,5,0.236
7,"dotcolour","hard","hard",1.019,-1,1,5,0.292
7,"dotcolour","hard","hard",2.136,1,1,3,0.508
7,"dotcolour","hard","easy",1.286,-1,1,6,0.607
7,"dotcolour","hard","easy",0.953,-1,1,6,0.458
7,"dotcolour","hard","easy",0.851,1,1,6,0.64
7,"dotcolour","hard","easy",0.918,1,1,5,0.444
7,"dotcolour","hard","easy",1.185,-1,1,5,1.365
7,"dotcolour","hard","hard",2.487,1,1,5,1.075
7,"dotcolour","hard","easy",1.12,-1,1,6,0.308
7,"dotcolour","hard","average",0.853,1,1,5,0.272
7,"dotcolour","hard","easy",0.668,1,1,6,0.373
7,"dotcolour","hard","hard",0.802,1,1,5,0.241
7,"dotcolour","hard","average",0.685,1,1,5,0.343
7,"dotcolour","hard","easy",1.052,1,1,6,0.921
7,"dotcolour","hard","average",0.786,1,1,6,0.431
7,"dotcolour","hard","hard",0.819,-1,1,5,0.391
7,"dotcolour","hard","average",1.053,-1,1,6,0.503
7,"dotcolour","hard","easy",1.202,1,1,5,0.444
7,"dotcolour","hard","easy",0.885,-1,1,2,0.417
7,"dotcolour","hard","average",1.352,-1,1,5,0.228
7,"dotcolour","hard","average",0.752,-1,1,5,0.359
7,"dotcolour","hard","hard",0.802,-1,1,5,0.275
7,"dotcolour","hard","average",0.434,-1,1,5,0.322
7,"dotcolour","hard","average",0.668,1,1,5,0.309
7,"dotcolour","hard","easy",0.819,1,1,5,0.307
7,"dotcolour","hard","hard",0.785,-1,1,5,0.322
7,"dotcolour","hard","average",1.837,-1,1,5,3.269
7,"dotcolour","hard","average",0.902,1,0,4,0.245
7,"dotcolour","hard","average",0.735,-1,0,4,0.953
7,"dotcolour","hard","easy",1.169,-1,1,6,0.301
7,"dotcolour","hard","hard",1.003,-1,1,4,0.5
7,"dotcolour","hard","average",0.652,-1,1,5,0.656
7,"dotcolour","hard","hard",1.352,-1,0,5,0.377
7,"dotcolour","hard","hard",0.851,1,1,5,0.45
7,"dotcolour","hard","average",0.785,1,1,5,0.299
7,"dotcolour","hard","easy",0.769,-1,1,6,0.299
7,"dotcolour","hard","hard",0.652,1,1,4,0.287
7,"dotcolour","hard","easy",0.586,-1,1,6,0.439
7,"dotcolour","hard","easy",0.635,1,1,6,0.326
7,"dotcolour","hard","easy",1.986,1,1,6,0.339
7,"dotcolour","hard","average",0.785,-1,1,4,0.673
7,"dotcolour","hard","hard",0.935,1,1,6,0.363
7,"dotcolour","hard","easy",0.802,-1,1,5,0.535
7,"dotcolour","hard","average",0.802,1,1,5,0.235
7,"dotcolour","hard","hard",0.619,-1,1,5,0.308
7,"dotcolour","hard","easy",0.534,1,1,6,0.237
7,"dotcolour","hard","hard",1.152,1,1,5,0.304
7,"dotcolour","hard","hard",0.735,-1,1,5,0.32
7,"dotcolour","hard","easy",0.535,1,1,5,0.393
7,"dotcolour","hard","easy",0.585,-1,1,6,0.268
7,"dotcolour","hard","hard",0.769,-1,1,5,0.253
7,"dotcolour","hard","easy",0.718,1,1,5,0.897
7,"dotcolour","hard","average",2.037,-1,1,4,0.308
7,"dotcolour","hard","average",1.037,-1,1,4,0.345
7,"dotcolour","hard","average",0.819,-1,0,4,0.341
7,"dotcolour","hard","average",0.502,1,1,4,0.526
7,"dotcolour","hard","average",0.836,1,1,4,0.274
7,"dotcolour","hard","hard",0.752,1,1,5,0.276
7,"dotcolour","hard","average",0.735,1,1,5,0.31
7,"dotcolour","hard","hard",1.152,-1,1,4,0.246
7,"dotcolour","hard","average",1.135,1,1,5,0.265
7,"dotcolour","hard","average",0.919,1,1,4,0.308
7,"dotcolour","hard","average",1.168,1,0,5,0.275
7,"dotcolour","hard","hard",1.152,-1,1,4,0.596
7,"dotcolour","hard","average",0.969,1,1,5,0.272
