"sub","task","selfconf","coh","rt","resp","cor","cj","RTconf"
1,"dotcolour","lowSC","average",1.219,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.502,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.551,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.351,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.485,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.635,-1,0,-99,-0.099
1,"dotcolour","lowSC","easy",0.452,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.435,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.384,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.585,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.485,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.668,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.335,-1,0,-99,-0.099
1,"dotcolour","lowSC","average",0.468,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.519,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.5,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.501,-1,0,-99,-0.099
1,"dotcolour","lowSC","average",0.451,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.351,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.451,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.501,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.517,-1,0,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.451,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.351,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.384,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.702,-1,0,-99,-0.099
1,"dotcolour","lowSC","easy",0.452,1,0,-99,-0.099
1,"dotcolour","lowSC","average",0.451,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.617,-1,0,-99,-0.099
1,"dotcolour","lowSC","average",0.435,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.434,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.818,1,0,-99,-0.099
1,"dotcolour","lowSC","hard",0.585,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.534,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.501,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.467,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.535,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.501,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.519,-1,0,-99,-0.099
1,"dotcolour","lowSC","easy",0.367,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.385,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.369,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.485,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.551,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.451,-1,0,-99,-0.099
1,"dotcolour","lowSC","hard",0.718,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.368,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.351,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.402,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.385,-1,0,-99,-0.099
1,"dotcolour","lowSC","hard",0.586,1,0,-99,-0.099
1,"dotcolour","lowSC","average",0.518,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.368,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.502,-1,0,-99,-0.099
1,"dotcolour","lowSC","easy",0.386,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",2.47,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.434,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.468,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.452,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.485,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.369,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.601,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.385,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.369,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.368,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.385,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.552,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.401,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.418,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.518,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.385,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.518,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.385,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.601,-1,0,-99,-0.099
1,"dotcolour","lowSC","hard",0.618,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.552,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.585,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.369,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.402,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.485,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.618,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.502,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.55,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.552,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.669,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.535,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.517,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.485,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.384,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.452,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.434,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.434,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.469,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.719,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.401,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.502,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.418,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.418,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.402,1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.435,-1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.752,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.402,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.502,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.434,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.385,1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.552,-1,1,-99,-0.099
1,"dotcolour","lowSC","hard",0.602,1,0,-99,-0.099
1,"dotcolour","lowSC","easy",0.368,1,1,-99,-0.099
1,"dotcolour","lowSC","easy",0.369,1,0,-99,-0.099
1,"dotcolour","lowSC","hard",0.668,1,0,-99,-0.099
1,"dotcolour","lowSC","average",0.719,-1,1,-99,-0.099
1,"dotcolour","lowSC","average",0.402,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.702,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.585,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.501,1,0,-99,-0.099
1,"dotnumber","highSC","average",0.434,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.567,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.501,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.452,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.701,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.436,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.485,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.852,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.484,-1,0,-99,-0.099
1,"dotnumber","highSC","average",0.584,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.418,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.468,1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.685,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.418,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.468,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.435,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.267,1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.384,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.518,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.418,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.401,1,0,-99,-0.099
1,"dotnumber","highSC","average",0.418,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.434,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.368,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.302,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.385,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.368,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.586,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.302,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.401,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.418,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.402,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.351,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.451,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.368,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.401,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.351,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.433,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.418,-1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.418,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.335,1,0,-99,-0.099
1,"dotnumber","highSC","average",0.368,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.535,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.385,1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.284,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.468,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.417,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.386,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.552,1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.385,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.385,-1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.452,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.402,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.318,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.502,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.335,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.435,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.485,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.385,1,0,-99,-0.099
1,"dotnumber","highSC","average",0.535,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.318,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.3,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.368,-1,0,-99,-0.099
1,"dotnumber","highSC","average",0.335,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.234,1,0,-99,-0.099
1,"dotnumber","highSC","average",0.368,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.385,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.535,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.385,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.418,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.418,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.285,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.351,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.402,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.402,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.502,-1,0,-99,-0.099
1,"dotnumber","highSC","average",0.618,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.568,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.484,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.368,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.451,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.585,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.485,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.351,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.384,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.385,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.351,-1,0,-99,-0.099
1,"dotnumber","highSC","average",0.402,1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.368,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.434,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.451,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.417,-1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.517,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.384,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.468,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.552,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.434,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.568,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.684,1,0,-99,-0.099
1,"dotnumber","highSC","average",0.469,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.384,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.803,-1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.669,-1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.402,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.451,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.401,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.401,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.518,1,1,-99,-0.099
1,"dotnumber","highSC","hard",0.384,-1,0,-99,-0.099
1,"dotnumber","highSC","easy",0.519,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.4,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.519,1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.385,-1,1,-99,-0.099
1,"dotnumber","highSC","average",0.401,-1,1,-99,-0.099
1,"dotnumber","highSC","easy",0.368,1,1,-99,-0.099
1,"dotnumber","highSC","average",0.352,1,0,-99,-0.099
1,"dotnumber","highSC","hard",0.467,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.569,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.368,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.551,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.419,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.401,1,0,-99,-0.099
1,"xotask","mediumSC","easy",0.584,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.768,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.519,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.434,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.485,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.519,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.668,-1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.667,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.768,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.953,-1,0,-99,-0.099
1,"xotask","mediumSC","easy",0.468,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.735,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.484,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.384,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.518,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.501,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.702,-1,0,-99,-0.099
1,"xotask","mediumSC","easy",0.385,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.417,1,0,-99,-0.099
1,"xotask","mediumSC","easy",0.501,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.602,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.534,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.701,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.385,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.585,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.519,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.751,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.552,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.484,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.601,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.434,1,0,-99,-0.099
1,"xotask","mediumSC","average",0.618,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.418,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.536,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.551,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.885,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.652,-1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.585,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.584,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.953,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.552,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.635,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.603,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.752,-1,0,-99,-0.099
1,"xotask","mediumSC","average",0.452,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.418,1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.618,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.701,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.801,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.434,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.518,-1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.634,-1,0,-99,-0.099
1,"xotask","mediumSC","average",0.486,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.434,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.669,-1,0,-99,-0.099
1,"xotask","mediumSC","average",0.568,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.552,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.401,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.485,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.686,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.567,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.385,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.451,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.484,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.485,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.568,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.451,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.667,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.333,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.651,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.486,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.501,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.635,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.469,-1,0,-99,-0.099
1,"xotask","mediumSC","average",0.385,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.668,-1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.485,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.434,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.485,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.518,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.501,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.501,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.352,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.484,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.468,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.451,1,0,-99,-0.099
1,"xotask","mediumSC","average",0.435,1,0,-99,-0.099
1,"xotask","mediumSC","average",0.452,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.468,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.501,1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.485,-1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.568,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.584,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.652,-1,0,-99,-0.099
1,"xotask","mediumSC","easy",0.468,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.534,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.602,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.685,-1,0,-99,-0.099
1,"xotask","mediumSC","easy",0.869,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.534,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.418,-1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.384,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.667,1,0,-99,-0.099
1,"xotask","mediumSC","hard",0.802,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.585,1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.668,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.618,-1,1,-99,-0.099
1,"xotask","mediumSC","hard",0.551,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.685,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.433,1,1,-99,-0.099
1,"xotask","mediumSC","average",0.519,1,1,-99,-0.099
1,"xotask","mediumSC","easy",0.402,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.418,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.434,-1,1,-99,-0.099
1,"xotask","mediumSC","average",0.586,-1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.535,1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.451,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.418,1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.434,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.401,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.483,-1,0,-99,-0.099
2,"dotnumber","highSC","average",0.401,1,0,-99,-0.099
2,"dotnumber","highSC","average",0.419,1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.385,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.418,1,0,-99,-0.099
2,"dotnumber","highSC","average",0.469,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.584,-1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.602,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.419,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.485,-1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.368,1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.418,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.402,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.535,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.435,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.435,1,0,-99,-0.099
2,"dotnumber","highSC","average",0.485,-1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.519,-1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.435,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.419,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.451,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.518,1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.536,-1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.469,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.435,1,0,-99,-0.099
2,"dotnumber","highSC","average",0.418,1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.468,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.452,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.517,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.552,1,0,-99,-0.099
2,"dotnumber","highSC","average",0.451,-1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.553,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.385,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.435,-1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.568,1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.385,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.384,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.568,-1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.469,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.502,1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.435,-1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.485,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.402,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.852,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.385,1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.469,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.435,1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.452,1,0,-99,-0.099
2,"dotnumber","highSC","average",0.467,1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.501,1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.534,-1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.518,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.435,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.769,-1,1,-99,-0.099
2,"dotnumber","highSC","easy",0.535,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.468,1,1,-99,-0.099
2,"dotnumber","highSC","average",0.401,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.401,1,0,-99,-0.099
2,"dotnumber","highSC","hard",0.369,-1,0,-99,-0.099
2,"dotnumber","highSC","average",0.385,1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.419,-1,1,-99,-0.099
2,"dotnumber","highSC","hard",0.418,-1,1,-99,-0.099
2,"dotnumber","highSC","average",0.435,1,0,-99,-0.099
2,"dotnumber","highSC","easy",0.401,-1,0,-99,-0.099
2,"dotnumber","highSC","average",0.402,1,1,-99,-0.099
