"sub","task","traindiffcond","coh","rt","resp","cor","cj","RTconf","block"
15,"dotcolour","hard","average",0.636,1,1,5,0.415,7
15,"dotcolour","hard","easy",0.685,-1,1,6,0.51,7
15,"dotcolour","hard","hard",1.303,1,1,4,0.35,7
15,"dotcolour","hard","hard",1.653,-1,1,4,0.312,7
15,"dotcolour","hard","hard",1.336,1,1,4,0.288,7
15,"dotcolour","hard","average",0.986,-1,1,4,0.744,7
15,"dotcolour","hard","average",0.752,1,1,5,0.31,7
15,"dotcolour","hard","easy",1.268,1,1,5,1.041,7
15,"dotcolour","hard","average",0.835,1,1,4,0.496,7
15,"dotcolour","hard","hard",0.951,1,0,4,0.577,7
15,"dotcolour","hard","average",0.735,1,1,4,0.487,7
15,"dotcolour","hard","hard",1.569,1,1,4,0.318,7
15,"dotcolour","hard","average",1.035,1,0,3,0.466,7
15,"dotcolour","hard","easy",1.636,-1,1,5,0.264,7
15,"dotcolour","hard","hard",1.903,-1,1,4,0.282,7
15,"dotcolour","hard","hard",1.053,1,0,4,0.991,7
15,"dotcolour","hard","easy",0.668,-1,1,5,0.422,7
15,"dotcolour","hard","hard",1.001,1,0,4,0.424,7
15,"dotcolour","hard","hard",1.87,1,0,5,1.269,7
15,"dotcolour","hard","hard",1.471,1,1,4,0.912,7
15,"dotcolour","hard","average",1.085,1,1,4,0.555,7
15,"dotcolour","hard","average",1.303,-1,1,5,0.65,7
15,"dotcolour","hard","easy",0.719,-1,1,5,0.542,7
15,"dotcolour","hard","easy",0.834,1,1,5,1.281,7
15,"dotcolour","hard","hard",1.302,1,1,5,0.754,7
15,"dotcolour","hard","hard",2.704,-1,0,4,0.96,7
15,"dotcolour","hard","easy",0.801,1,1,5,0.404,7
15,"dotcolour","hard","easy",0.669,1,1,5,0.483,7
15,"dotcolour","hard","average",0.652,-1,1,4,0.464,7
15,"dotcolour","hard","easy",0.669,-1,1,4,0.525,7
15,"dotcolour","hard","easy",0.536,1,1,5,0.509,7
15,"dotcolour","hard","hard",0.602,-1,1,4,0.316,7
15,"dotcolour","hard","hard",1.403,-1,1,4,0.4,7
15,"dotcolour","hard","average",0.534,-1,1,4,0.326,7
15,"dotcolour","hard","hard",0.62,1,1,5,0.619,7
15,"dotcolour","hard","easy",0.802,1,1,5,0.3,7
15,"dotcolour","hard","average",1.636,1,1,4,0.264,7
15,"dotcolour","hard","hard",0.786,1,1,4,0.568,7
15,"dotcolour","hard","easy",0.502,-1,1,5,0.344,7
15,"dotcolour","hard","average",0.969,1,0,4,0.462,7
15,"dotcolour","hard","average",1.119,-1,1,4,0.329,7
15,"dotnumber","easy","average",1.353,1,1,5,0.462,5
15,"dotnumber","easy","hard",0.735,-1,0,5,0.361,5
15,"dotnumber","easy","average",0.669,-1,1,5,0.315,5
15,"dotnumber","easy","easy",0.6,1,1,6,0.29,5
15,"dotnumber","easy","hard",0.836,-1,0,5,0.592,5
15,"dotnumber","easy","average",0.502,-1,1,5,0.351,5
15,"dotnumber","easy","hard",0.836,1,1,4,0.315,5
15,"dotnumber","easy","easy",0.585,-1,1,5,0.562,5
15,"dotnumber","easy","hard",1.42,-1,1,4,0.493,5
15,"dotnumber","easy","average",1.902,-1,0,4,0.327,5
15,"dotnumber","easy","hard",0.619,1,1,4,0.381,5
15,"dotnumber","easy","average",1.669,1,1,4,0.246,5
15,"dotnumber","easy","easy",0.651,-1,1,5,0.414,5
15,"dotnumber","easy","easy",1.102,1,1,6,0.22,5
15,"dotnumber","easy","easy",1.753,-1,1,5,0.455,5
15,"dotnumber","easy","average",1.303,-1,0,5,0.379,5
15,"dotnumber","easy","hard",1.152,-1,1,4,0.265,5
15,"dotnumber","easy","average",0.985,-1,1,4,0.658,5
15,"dotnumber","easy","hard",0.602,-1,0,5,0.314,5
15,"dotnumber","easy","easy",0.685,1,1,5,0.302,5
15,"dotnumber","easy","hard",0.685,-1,0,5,0.833,5
15,"dotnumber","easy","average",0.669,1,1,6,0.288,5
15,"dotnumber","easy","average",0.986,1,0,5,0.344,5
15,"dotnumber","easy","hard",1.42,-1,0,4,0.3,5
15,"dotnumber","easy","average",0.635,-1,1,6,0.402,5
15,"dotnumber","easy","average",0.584,-1,1,5,0.325,5
15,"dotnumber","easy","hard",0.636,-1,1,4,0.346,5
15,"dotnumber","easy","hard",0.986,1,1,5,0.288,5
15,"dotnumber","easy","hard",0.435,-1,1,6,0.447,5
15,"dotnumber","easy","hard",0.819,-1,0,3,2.455,5
15,"dotnumber","easy","easy",0.919,1,1,4,0.457,5
15,"dotnumber","easy","easy",0.668,-1,1,6,0.359,5
15,"dotnumber","easy","average",0.619,-1,1,5,0.236,5
15,"dotnumber","easy","hard",0.718,-1,1,5,0.593,5
15,"dotnumber","easy","average",0.668,1,1,5,0.345,5
15,"dotnumber","easy","easy",0.518,-1,1,6,0.386,5
15,"dotnumber","easy","easy",0.618,1,1,5,0.309,5
15,"dotnumber","easy","hard",0.685,1,1,5,0.361,5
15,"dotnumber","easy","average",0.802,-1,0,4,0.534,5
15,"dotnumber","easy","easy",0.586,1,1,4,0.34,5
15,"dotnumber","easy","easy",0.986,1,1,4,0.33,5
15,"dotnumber","easy","easy",0.769,1,1,4,0.441,5
15,"dotnumber","easy","hard",1.119,1,0,4,0.662,5
15,"dotnumber","easy","hard",0.885,-1,1,3,1.395,5
15,"dotnumber","easy","easy",0.535,-1,1,5,0.352,5
15,"dotnumber","easy","average",1.169,1,1,4,0.302,5
15,"dotnumber","easy","average",0.569,-1,0,5,0.342,5
15,"dotnumber","easy","easy",0.518,-1,1,5,0.479,5
15,"dotnumber","easy","hard",1.286,1,1,4,0.404,5
15,"dotnumber","easy","easy",1.135,-1,0,3,0.433,5
15,"dotnumber","easy","easy",0.601,1,1,5,0.338,5
15,"dotnumber","easy","easy",0.551,-1,1,6,0.874,5
15,"dotnumber","easy","average",0.735,1,1,5,0.436,5
15,"dotnumber","easy","easy",0.818,1,1,5,0.429,5
15,"dotnumber","easy","average",0.484,-1,1,5,1.012,5
15,"dotnumber","easy","hard",0.752,-1,1,4,0.728,5
15,"dotnumber","easy","easy",0.668,-1,1,5,0.283,5
15,"dotnumber","easy","easy",0.635,-1,1,5,0.369,5
15,"dotnumber","easy","easy",0.786,1,1,5,0.718,5
15,"dotnumber","easy","average",0.684,-1,1,4,0.401,5
15,"dotnumber","easy","easy",0.703,-1,1,5,0.704,5
15,"dotnumber","easy","average",0.734,1,0,4,0.737,5
15,"dotnumber","easy","hard",0.603,-1,1,5,0.438,5
15,"dotnumber","easy","average",0.502,-1,1,5,0.876,5
15,"dotnumber","easy","hard",1.086,1,0,3,0.728,5
15,"dotnumber","easy","average",0.536,1,1,5,0.56,5
15,"dotnumber","easy","average",0.668,-1,1,4,0.33,5
15,"dotnumber","easy","average",0.603,1,1,5,0.513,5
15,"dotnumber","easy","hard",0.568,-1,1,4,0.897,5
15,"dotnumber","easy","hard",0.836,-1,0,4,0.358,5
15,"dotnumber","easy","easy",0.518,-1,1,4,0.415,5
15,"dotnumber","easy","hard",0.803,-1,1,3,0.345,5
15,"dotnumber","easy","average",1.269,-1,1,4,0.268,6
15,"dotnumber","easy","hard",0.685,-1,0,5,0.449,6
15,"dotnumber","easy","average",0.836,1,1,4,0.456,6
15,"dotnumber","easy","hard",1.369,1,0,4,0.298,6
15,"dotnumber","easy","easy",0.601,1,1,5,0.241,6
15,"dotnumber","easy","easy",0.518,1,1,6,1.118,6
15,"dotnumber","easy","hard",0.601,-1,1,5,0.34,6
15,"dotnumber","easy","hard",0.802,1,1,5,0.433,6
15,"dotnumber","easy","average",0.65,-1,1,6,0.433,6
15,"dotnumber","easy","average",1.385,1,1,4,0.274,6
15,"dotnumber","easy","easy",0.67,1,1,5,0.392,6
15,"dotnumber","easy","easy",0.484,-1,1,6,0.32,6
15,"dotnumber","easy","hard",0.635,-1,1,4,0.421,6
15,"dotnumber","easy","average",0.602,-1,1,5,0.295,6
15,"dotnumber","easy","easy",0.735,1,1,5,0.266,6
15,"dotnumber","easy","easy",0.635,1,1,5,0.545,6
15,"dotnumber","easy","easy",1.103,-1,0,3,0.362,6
15,"dotnumber","easy","hard",0.601,-1,1,4,0.335,6
15,"dotnumber","easy","hard",0.786,1,1,4,0.637,6
15,"dotnumber","easy","easy",0.518,-1,1,6,0.457,6
15,"dotnumber","easy","hard",0.569,-1,1,5,0.38,6
15,"dotnumber","easy","easy",0.601,1,1,5,0.304,6
15,"dotnumber","easy","hard",0.635,-1,0,3,1.19,6
15,"dotnumber","easy","hard",0.585,1,1,5,0.681,6
15,"dotnumber","easy","average",0.902,1,1,4,0.757,6
15,"dotnumber","easy","average",0.618,-1,0,5,0.633,6
15,"dotnumber","easy","hard",0.617,1,1,4,0.401,6
15,"dotnumber","easy","easy",0.451,-1,1,6,0.506,6
15,"dotnumber","easy","average",0.818,-1,1,5,0.352,6
15,"dotnumber","easy","average",0.602,1,1,5,0.261,6
15,"dotnumber","easy","easy",0.452,-1,1,5,0.325,6
15,"dotnumber","easy","average",0.62,-1,1,6,0.314,6
15,"dotnumber","easy","average",0.619,-1,1,5,0.305,6
15,"dotnumber","easy","easy",0.552,-1,1,6,0.345,6
15,"dotnumber","easy","average",0.484,-1,1,4,0.724,6
15,"dotnumber","easy","easy",0.551,-1,1,5,0.252,6
15,"dotnumber","easy","average",0.651,-1,1,4,0.339,6
15,"dotnumber","easy","hard",0.535,-1,0,4,0.299,6
15,"dotnumber","easy","average",0.752,1,0,4,0.332,6
15,"dotnumber","easy","average",0.468,-1,1,5,0.327,6
15,"dotnumber","easy","easy",0.552,1,1,4,0.336,6
15,"dotnumber","easy","hard",0.652,-1,1,4,0.307,6
15,"dotnumber","easy","easy",0.568,-1,1,4,0.348,6
15,"dotnumber","easy","hard",1.353,1,0,4,0.37,6
15,"dotnumber","easy","average",0.601,1,1,5,0.343,6
15,"dotnumber","easy","average",0.819,1,1,4,0.644,6
15,"dotnumber","easy","average",0.735,-1,0,4,0.423,6
15,"dotnumber","easy","hard",0.535,-1,1,5,0.332,6
15,"dotnumber","easy","average",0.902,1,1,4,0.342,6
15,"dotnumber","easy","easy",0.519,1,1,5,0.479,6
15,"dotnumber","easy","average",0.752,-1,0,3,0.889,6
15,"dotnumber","easy","hard",2.353,-1,0,4,0.24,6
15,"dotnumber","easy","easy",0.451,-1,1,5,0.448,6
15,"dotnumber","easy","easy",0.82,-1,0,3,1.288,6
15,"dotnumber","easy","easy",0.619,1,1,5,0.294,6
15,"dotnumber","easy","hard",0.752,-1,0,4,0.888,6
15,"dotnumber","easy","hard",0.751,-1,1,4,0.641,6
15,"dotnumber","easy","easy",1.07,1,1,5,0.231,6
15,"dotnumber","easy","easy",0.584,-1,1,5,0.322,6
15,"dotnumber","easy","easy",0.585,-1,1,6,0.377,6
15,"dotnumber","easy","average",0.702,1,1,4,0.521,6
15,"dotnumber","easy","easy",0.485,-1,1,5,0.364,6
15,"dotnumber","easy","hard",0.535,-1,0,4,0.34,6
15,"dotnumber","easy","hard",0.635,1,1,4,0.344,6
15,"dotnumber","easy","average",0.752,1,1,4,0.408,6
15,"dotnumber","easy","hard",0.484,-1,1,5,0.703,6
15,"dotnumber","easy","hard",0.769,-1,0,5,1.583,6
15,"dotnumber","easy","easy",0.502,-1,1,5,1.334,6
15,"dotnumber","easy","average",0.651,-1,1,5,0.848,6
15,"dotnumber","easy","hard",0.551,-1,1,5,0.419,6
15,"dotnumber","easy","hard",0.602,-1,1,4,0.246,6
15,"dotnumber","easy","average",0.619,-1,1,5,0.271,6
15,"dotnumber","easy","hard",0.902,-1,1,5,0.384,7
15,"dotnumber","easy","average",0.451,-1,1,5,0.778,7
15,"dotnumber","easy","easy",0.535,1,1,4,0.304,7
15,"dotnumber","easy","average",0.535,1,1,5,0.362,7
15,"dotnumber","easy","average",0.551,1,1,5,0.305,7
15,"dotnumber","easy","average",0.885,-1,0,4,0.284,7
15,"dotnumber","easy","average",0.569,1,1,5,0.549,7
15,"dotnumber","easy","average",0.735,-1,1,5,0.62,7
15,"dotnumber","easy","average",1.051,1,1,4,0.404,7
15,"dotnumber","easy","hard",0.669,-1,1,4,0.725,7
15,"dotnumber","easy","easy",0.585,1,1,5,0.363,7
15,"dotnumber","easy","average",0.518,-1,1,5,0.275,7
15,"dotnumber","easy","average",0.519,-1,1,4,0.303,7
15,"dotnumber","easy","hard",0.518,1,1,4,0.49,7
15,"dotnumber","easy","easy",0.668,-1,0,4,0.695,7
15,"dotnumber","easy","average",0.485,-1,1,5,0.306,7
15,"dotnumber","easy","hard",0.667,-1,0,4,0.311,7
15,"dotnumber","easy","hard",0.585,-1,1,5,0.335,7
15,"dotnumber","easy","easy",0.569,-1,1,5,0.597,7
15,"dotnumber","easy","hard",0.518,-1,0,5,0.804,7
15,"dotnumber","easy","easy",0.534,-1,1,5,0.297,7
15,"dotnumber","easy","easy",0.467,-1,1,5,0.423,7
15,"dotnumber","easy","average",0.685,-1,1,4,0.405,7
15,"dotnumber","easy","average",0.785,1,1,4,1.233,7
15,"dotnumber","easy","average",0.902,-1,0,4,0.677,7
15,"dotnumber","easy","easy",1.069,1,1,4,0.826,7
15,"dotnumber","easy","easy",0.519,-1,1,5,1.232,7
15,"dotnumber","easy","easy",0.702,-1,1,4,0.349,7
15,"dotnumber","easy","easy",0.985,1,1,4,0.274,7
15,"dotnumber","easy","hard",0.551,-1,0,4,0.381,7
15,"dotnumber","easy","average",0.935,-1,1,4,0.403,7
15,"dotnumber","easy","average",0.902,1,0,3,11.354,7
15,"dotnumber","easy","average",0.835,-1,1,4,0.323,7
15,"dotnumber","easy","hard",0.719,1,0,4,0.597,7
15,"dotnumber","easy","easy",0.668,1,1,4,1.853,7
15,"dotnumber","easy","hard",0.485,-1,1,4,0.41,7
15,"dotnumber","easy","easy",0.501,-1,1,5,0.785,7
15,"dotnumber","easy","hard",0.618,1,1,4,0.771,7
15,"dotnumber","easy","hard",0.767,-1,0,5,1.344,7
15,"dotnumber","easy","easy",0.418,1,1,4,0.948,7
15,"dotnumber","easy","average",1.001,1,1,4,0.257,7
15,"dotnumber","easy","hard",0.502,-1,1,4,0.51,7
15,"dotnumber","easy","easy",0.535,-1,1,4,0.512,7
15,"dotnumber","easy","hard",1.002,1,1,4,0.494,7
15,"dotnumber","easy","average",0.803,1,1,5,0.725,7
15,"dotnumber","easy","hard",0.986,1,1,4,0.556,7
15,"dotnumber","easy","easy",0.568,-1,1,5,0.346,7
15,"dotnumber","easy","average",0.451,-1,0,3,0.518,7
15,"dotnumber","easy","easy",0.436,-1,1,5,0.506,7
15,"dotnumber","easy","easy",0.919,-1,1,4,0.669,7
15,"dotnumber","easy","average",1.553,1,1,5,0.333,7
15,"dotnumber","easy","average",0.803,-1,0,4,0.891,7
15,"dotnumber","easy","hard",0.868,-1,0,4,0.703,7
15,"dotnumber","easy","average",0.702,-1,1,5,0.306,7
15,"dotnumber","easy","easy",0.568,1,1,4,0.362,7
15,"dotnumber","easy","easy",0.635,1,1,4,1.054,7
15,"dotnumber","easy","hard",0.485,-1,1,5,1.435,7
15,"dotnumber","easy","hard",0.501,-1,1,4,0.567,7
15,"dotnumber","easy","hard",0.718,1,0,4,0.623,7
15,"dotnumber","easy","average",0.702,-1,1,4,0.372,7
15,"dotnumber","easy","hard",0.802,1,1,5,4.177,7
15,"dotnumber","easy","average",0.502,-1,1,4,0.605,7
15,"dotnumber","easy","hard",0.685,-1,1,4,0.229,7
15,"dotnumber","easy","hard",0.668,-1,1,5,0.572,7
15,"dotnumber","easy","easy",0.568,1,1,4,0.346,7
15,"dotnumber","easy","hard",0.785,1,1,4,1.416,7
15,"dotnumber","easy","easy",0.436,-1,1,6,0.344,7
15,"dotnumber","easy","hard",0.868,1,1,5,0.419,7
15,"dotnumber","easy","easy",0.652,1,1,5,0.947,7
15,"dotnumber","easy","hard",0.601,1,0,4,0.496,7
15,"dotnumber","easy","easy",0.667,1,1,4,1.341,7
15,"dotnumber","easy","easy",0.635,-1,1,5,0.504,7
16,"dotcolour","hard","hard",1.953,1,0,4,3.344,5
16,"dotcolour","hard","easy",1.77,-1,1,6,0.73,5
16,"dotcolour","hard","hard",1.57,1,1,6,2.776,5
16,"dotcolour","hard","easy",0.817,-1,1,6,0.576,5
16,"dotcolour","hard","easy",2.386,-1,1,5,0.451,5
16,"dotcolour","hard","easy",1.152,-1,1,6,0.445,5
16,"dotcolour","hard","average",1.251,1,1,5,0.307,5
16,"dotcolour","hard","easy",1.185,1,1,5,0.641,5
16,"dotcolour","hard","hard",3.271,1,0,2,3.757,5
16,"dotcolour","hard","average",2.487,-1,1,4,1.033,5
16,"dotcolour","hard","hard",1.286,1,1,6,0.549,5
16,"dotcolour","hard","average",1.152,1,1,5,0.411,5
16,"dotcolour","hard","hard",1.303,1,1,4,1.377,5
16,"dotcolour","hard","hard",1.336,1,1,3,0.717,5
16,"dotcolour","hard","average",1.052,-1,1,5,0.304,5
16,"dotcolour","hard","easy",0.852,1,1,6,0.556,5
16,"dotcolour","hard","hard",2.369,1,0,3,1.584,5
16,"dotcolour","hard","easy",1.953,-1,1,6,0.347,5
16,"dotcolour","hard","hard",1.319,1,0,5,0.258,5
16,"dotcolour","hard","average",1.853,1,1,4,0.503,5
16,"dotcolour","hard","average",0.902,1,1,6,0.377,5
16,"dotcolour","hard","hard",2.12,1,0,4,1.823,5
16,"dotcolour","hard","hard",1.536,-1,0,4,0.433,5
16,"dotcolour","hard","average",1.036,1,1,6,0.272,5
16,"dotcolour","hard","easy",0.919,-1,1,6,0.347,5
16,"dotcolour","hard","hard",1.403,1,1,4,0.239,5
16,"dotcolour","hard","average",1.085,1,1,6,0.212,5
16,"dotcolour","hard","easy",0.802,1,1,6,0.182,5
16,"dotcolour","hard","hard",1.986,1,1,5,0.393,5
16,"dotcolour","hard","hard",1.086,-1,1,5,0.248,5
16,"dotcolour","hard","hard",0.869,1,0,5,0.517,5
16,"dotcolour","hard","hard",1.469,-1,1,5,0.223,5
16,"dotcolour","hard","easy",0.719,1,1,6,0.245,5
16,"dotcolour","hard","hard",1.72,-1,1,5,0.24,5
16,"dotcolour","hard","easy",0.902,1,1,6,0.301,5
16,"dotcolour","hard","easy",0.685,1,1,6,0.256,5
16,"dotcolour","hard","hard",1.453,-1,1,4,0.438,5
16,"dotcolour","hard","average",0.818,1,1,6,0.238,5
16,"dotcolour","hard","easy",0.853,-1,1,6,0.269,5
16,"dotcolour","hard","hard",0.868,1,1,5,0.185,5
16,"dotcolour","hard","average",0.902,1,0,6,0.04,5
16,"dotcolour","hard","hard",0.702,1,1,6,0.39,5
16,"dotcolour","hard","average",1.135,-1,1,4,0.291,5
16,"dotcolour","hard","average",0.785,1,1,6,0.259,5
16,"dotcolour","hard","hard",1.67,-1,1,4,0.623,5
16,"dotcolour","hard","hard",0.835,1,1,5,0.991,5
16,"dotcolour","hard","average",0.819,1,1,6,0.481,5
16,"dotcolour","hard","average",1.053,-1,1,5,0.221,5
16,"dotcolour","hard","easy",0.951,-1,1,6,0.265,5
16,"dotcolour","hard","average",1.318,-1,1,5,0.148,5
16,"dotcolour","hard","easy",0.769,-1,1,6,0.233,5
16,"dotcolour","hard","average",1.72,-1,1,4,0.852,5
16,"dotcolour","hard","easy",0.768,-1,1,6,0.238,5
16,"dotcolour","hard","easy",1.119,1,1,6,0.05,5
16,"dotcolour","hard","average",1.487,-1,1,4,0.03,5
16,"dotcolour","hard","average",1.086,-1,1,5,0.22,5
16,"dotcolour","hard","average",0.97,1,0,5,0.199,5
16,"dotcolour","hard","hard",0.919,-1,1,5,0.084,5
16,"dotcolour","hard","average",0.735,1,1,6,0.446,5
16,"dotcolour","hard","average",1.053,-1,1,6,0.236,5
16,"dotcolour","hard","average",0.819,1,1,6,0.061,5
16,"dotcolour","hard","easy",0.802,1,1,6,0.197,5
16,"dotcolour","hard","easy",0.668,1,1,6,0.157,5
16,"dotcolour","hard","easy",0.736,1,1,6,0.388,5
16,"dotcolour","hard","average",1.186,-1,1,6,0.271,5
16,"dotcolour","hard","easy",0.918,-1,1,6,0.314,5
16,"dotcolour","hard","easy",0.902,1,1,6,0.244,5
16,"dotcolour","hard","easy",0.885,-1,1,6,0.289,5
16,"dotcolour","hard","hard",1.069,1,1,5,0.229,5
16,"dotcolour","hard","easy",0.719,1,1,6,0.266,5
16,"dotcolour","hard","hard",1.052,1,1,5,0.192,5
16,"dotcolour","hard","average",0.853,1,1,6,0.657,5
16,"dotcolour","hard","average",1.703,-1,1,5,1.958,6
16,"dotcolour","hard","average",1.603,-1,1,6,0.224,6
16,"dotcolour","hard","average",0.769,1,1,5,0.227,6
16,"dotcolour","hard","hard",0.935,1,1,4,0.335,6
16,"dotcolour","hard","easy",0.936,-1,1,6,0.838,6
16,"dotcolour","hard","hard",0.718,1,1,5,0.178,6
16,"dotcolour","hard","easy",0.869,1,1,6,0.579,6
16,"dotcolour","hard","hard",0.951,1,0,5,0.225,6
16,"dotcolour","hard","easy",0.767,1,1,6,0.403,6
16,"dotcolour","hard","easy",0.852,-1,1,6,0.171,6
16,"dotcolour","hard","average",0.886,1,1,6,0.412,6
16,"dotcolour","hard","easy",0.769,1,1,6,0.247,6
16,"dotcolour","hard","easy",0.768,1,1,6,0.345,6
16,"dotcolour","hard","hard",1.82,-1,1,4,0.428,6
16,"dotcolour","hard","hard",1.353,1,1,4,0.351,6
16,"dotcolour","hard","easy",0.586,1,1,6,0.292,6
16,"dotcolour","hard","hard",0.919,1,1,5,0.27,6
16,"dotcolour","hard","hard",1.819,1,0,4,0.804,6
16,"dotcolour","hard","easy",0.785,1,1,6,0.223,6
16,"dotcolour","hard","hard",2.153,1,0,4,0.345,6
16,"dotcolour","hard","average",4.021,1,1,4,0.322,6
16,"dotcolour","hard","average",1.487,-1,1,4,0.388,6
16,"dotcolour","hard","hard",1.854,-1,0,4,0.34,6
16,"dotcolour","hard","hard",0.935,1,0,5,0.299,6
16,"dotcolour","hard","hard",1.503,-1,1,4,0.252,6
16,"dotcolour","hard","hard",1.52,-1,1,4,0.224,6
16,"dotcolour","hard","average",0.951,-1,1,5,0.347,6
16,"dotcolour","hard","easy",0.585,-1,1,6,0.192,6
16,"dotcolour","hard","easy",0.834,1,1,6,0.306,6
16,"dotcolour","hard","hard",0.717,-1,1,6,0.547,6
16,"dotcolour","hard","average",0.952,-1,1,5,0.193,6
16,"dotcolour","hard","easy",0.685,1,1,6,0.217,6
16,"dotcolour","hard","hard",1.269,1,1,4,0.408,6
16,"dotcolour","hard","easy",0.635,1,1,6,0.313,6
16,"dotcolour","hard","hard",0.82,-1,1,6,0.326,6
16,"dotcolour","hard","average",1.103,1,1,6,0.392,6
16,"dotcolour","hard","average",1.052,-1,1,6,4.136,6
16,"dotcolour","hard","hard",0.818,1,1,5,0.473,6
16,"dotcolour","hard","average",0.767,-1,1,6,0.962,6
16,"dotcolour","hard","average",0.918,1,1,5,0.496,6
16,"dotcolour","hard","easy",0.719,-1,1,6,0.314,6
16,"dotcolour","hard","easy",0.685,-1,1,6,0.397,6
16,"dotcolour","hard","average",1.437,1,1,5,0.221,6
16,"dotcolour","hard","hard",0.769,1,1,6,0.384,6
16,"dotcolour","hard","hard",2.07,1,1,5,0.087,6
16,"dotcolour","hard","average",1.018,1,1,5,0.213,6
16,"dotcolour","hard","average",1.686,-1,1,5,0.083,6
16,"dotcolour","hard","easy",0.736,-1,1,5,0.285,6
16,"dotcolour","hard","average",2.019,-1,1,4,0.49,6
16,"dotcolour","hard","average",0.969,-1,1,5,0.298,6
16,"dotcolour","hard","hard",1.519,1,1,4,0.49,6
16,"dotcolour","hard","hard",1.003,1,1,5,0.409,6
16,"dotcolour","hard","easy",0.752,-1,1,6,0.437,6
16,"dotcolour","hard","average",0.968,1,1,5,0.344,6
16,"dotcolour","hard","hard",1.986,-1,1,3,0.644,6
16,"dotcolour","hard","average",1.503,1,1,5,0.375,6
16,"dotcolour","hard","easy",0.669,-1,1,6,0.328,6
16,"dotcolour","hard","average",0.702,1,1,6,0.298,6
16,"dotcolour","hard","average",1.302,-1,1,6,0.324,6
16,"dotcolour","hard","easy",0.835,1,1,6,0.208,6
16,"dotcolour","hard","easy",0.686,1,1,6,0.199,6
16,"dotcolour","hard","easy",1.102,-1,1,6,0.302,6
16,"dotcolour","hard","easy",1.001,-1,1,6,0.227,6
16,"dotcolour","hard","hard",0.902,-1,1,5,0.225,6
16,"dotcolour","hard","hard",0.785,-1,1,5,0.211,6
16,"dotcolour","hard","average",1.119,1,1,5,0.089,6
16,"dotcolour","hard","easy",0.935,-1,1,6,0.042,6
16,"dotcolour","hard","hard",1.453,-1,0,4,0.313,6
16,"dotcolour","hard","easy",0.752,1,1,6,0.217,6
16,"dotcolour","hard","average",0.718,1,1,6,0.094,6
16,"dotcolour","hard","average",1.454,-1,1,4,0.283,6
16,"dotcolour","hard","easy",0.851,-1,1,5,0.088,6
16,"dotcolour","hard","easy",1.403,1,1,6,0.196,7
16,"dotcolour","hard","easy",0.769,1,1,6,0.296,7
16,"dotcolour","hard","hard",4.088,1,0,3,1.328,7
16,"dotcolour","hard","easy",0.902,1,1,5,0.385,7
16,"dotcolour","hard","hard",1.352,-1,0,4,0.341,7
16,"dotcolour","hard","average",1.003,-1,1,5,0.41,7
16,"dotcolour","hard","easy",0.669,1,1,6,0.25,7
16,"dotcolour","hard","easy",0.935,1,1,6,0.324,7
16,"dotcolour","hard","hard",1.136,-1,1,4,0.708,7
16,"dotcolour","hard","hard",2.019,1,0,4,0.256,7
16,"dotcolour","hard","average",0.885,1,1,5,0.301,7
16,"dotcolour","hard","hard",1.001,-1,1,5,0.211,7
16,"dotcolour","hard","easy",0.618,1,1,6,1.773,7
16,"dotcolour","hard","average",0.852,1,1,5,0.237,7
16,"dotcolour","hard","hard",0.701,1,1,5,0.226,7
16,"dotcolour","hard","easy",1.152,-1,1,6,0.229,7
16,"dotcolour","hard","easy",0.852,-1,1,6,0.436,7
16,"dotcolour","hard","average",0.802,-1,1,5,0.253,7
16,"dotcolour","hard","average",1.153,-1,1,5,1.711,7
16,"dotcolour","hard","average",1.719,1,1,5,1.086,7
16,"dotcolour","hard","hard",1.102,1,1,3,0.656,7
16,"dotcolour","hard","hard",1.102,-1,0,4,0.372,7
16,"dotcolour","hard","average",0.768,-1,1,5,0.353,7
16,"dotcolour","hard","easy",0.702,-1,1,6,0.241,7
16,"dotcolour","hard","hard",1.169,1,1,4,0.259,7
16,"dotcolour","hard","average",0.736,-1,1,5,0.326,7
16,"dotcolour","hard","hard",0.902,-1,1,5,0.224,7
16,"dotcolour","hard","average",0.803,-1,1,6,0.385,7
16,"dotcolour","hard","average",0.819,1,1,5,0.396,7
16,"dotcolour","hard","hard",0.702,1,1,5,1.019,7
16,"dotcolour","hard","easy",0.801,1,1,6,0.299,7
16,"dotcolour","hard","hard",0.818,-1,0,5,0.185,7
16,"dotcolour","hard","average",0.718,-1,1,5,0.239,7
16,"dotcolour","hard","easy",0.702,1,1,6,0.1,7
16,"dotcolour","hard","average",1.603,1,1,4,0.49,7
16,"dotcolour","hard","average",1.002,1,1,5,0.217,7
16,"dotcolour","hard","average",1.019,-1,1,5,0.049,7
16,"dotcolour","hard","easy",0.801,-1,1,6,0.378,7
16,"dotcolour","hard","hard",1.035,1,0,4,0.252,7
16,"dotcolour","hard","average",0.902,-1,1,5,0.328,7
16,"dotcolour","hard","average",0.785,1,1,5,0.214,7
16,"dotcolour","hard","easy",1.019,-1,1,5,0.239,7
16,"dotcolour","hard","average",0.768,1,1,6,0.257,7
16,"dotcolour","hard","hard",1.519,-1,1,4,0.18,7
16,"dotcolour","hard","hard",0.869,1,1,5,0.309,7
16,"dotcolour","hard","easy",0.686,1,1,6,0.248,7
