"sub","task","traindiffcond","coh","rt","resp","cor","cj","RTconf","block"
23,"dotnumber","average","hard",1.419,-1,0,5,0.348,6
23,"dotnumber","average","easy",1.051,1,1,5,0.351,6
23,"dotnumber","average","average",0.869,-1,1,5,1.385,6
23,"dotnumber","average","hard",1.27,-1,0,5,0.488,6
23,"dotnumber","average","average",0.953,1,1,5,0.553,6
23,"dotnumber","average","easy",1.486,1,0,5,0.562,6
23,"dotnumber","average","easy",0.685,-1,1,6,0.475,6
23,"dotnumber","average","average",0.585,1,1,3,0.284,6
23,"dotnumber","average","easy",0.869,1,1,6,0.28,6
23,"dotnumber","average","hard",1.086,-1,0,2,0.349,6
23,"dotnumber","average","easy",1.236,-1,1,5,0.696,6
23,"dotnumber","average","easy",2.153,-1,1,4,0.304,6
23,"dotnumber","average","hard",1.101,1,1,5,0.306,6
23,"dotnumber","average","hard",0.902,-1,1,5,0.381,6
23,"dotnumber","average","hard",0.769,-1,0,5,0.682,6
23,"dotnumber","average","easy",0.919,1,1,5,0.644,6
23,"dotnumber","average","average",0.952,1,1,6,0.591,6
23,"dotnumber","average","easy",1.018,-1,1,5,0.682,6
23,"dotnumber","average","hard",0.785,1,0,5,1.386,6
23,"dotnumber","average","hard",1.136,1,1,4,0.623,6
23,"dotnumber","average","average",1.569,-1,1,3,1.425,6
23,"dotnumber","average","average",1.218,-1,1,4,0.321,6
23,"dotnumber","average","easy",1.085,1,1,5,0.435,6
23,"dotnumber","average","hard",2.587,1,1,5,0.387,6
23,"dotnumber","average","hard",1.436,-1,1,5,0.485,6
23,"dotnumber","average","hard",0.701,1,1,6,0.272,6
23,"dotnumber","average","hard",0.802,-1,1,6,0.352,6
23,"dotnumber","average","average",1.203,-1,1,5,0.14,6
23,"dotnumber","average","hard",1.653,1,0,4,0.511,6
23,"dotnumber","average","easy",0.702,1,1,6,0.442,6
23,"dotnumber","average","average",1.252,-1,0,4,0.529,6
23,"dotnumber","average","average",1.185,1,1,2,0.327,6
23,"dotnumber","average","average",0.936,1,1,3,0.447,6
23,"dotnumber","average","easy",1.103,1,1,4,0.188,6
23,"dotnumber","average","hard",0.819,-1,0,4,0.559,6
23,"dotnumber","average","hard",0.652,1,0,5,0.586,6
23,"dotnumber","average","hard",0.835,1,1,5,0.507,6
23,"dotnumber","average","average",1.002,-1,1,2,0.762,6
23,"dotnumber","average","average",1.419,-1,0,4,0.381,6
23,"dotnumber","average","hard",1.419,-1,1,3,0.319,6
23,"dotnumber","average","average",1.219,1,0,5,1.357,6
23,"dotnumber","average","hard",2.137,1,0,4,0.298,6
23,"dotnumber","average","easy",1.802,1,1,5,0.336,6
23,"dotnumber","average","easy",0.668,-1,1,6,0.419,6
23,"dotnumber","average","easy",0.819,-1,1,6,0.268,6
23,"dotnumber","average","easy",1.035,1,0,1,0.403,6
23,"dotnumber","average","average",1.185,-1,1,5,0.574,6
23,"dotnumber","average","easy",0.635,1,1,6,0.28,6
23,"dotnumber","average","average",1.069,1,1,6,0.253,6
23,"dotnumber","average","easy",1.252,-1,1,6,0.604,6
23,"dotnumber","average","average",1.236,-1,1,5,0.876,6
23,"dotnumber","average","easy",1.085,-1,0,4,0.568,6
23,"dotnumber","average","easy",0.768,-1,1,5,0.316,7
23,"dotnumber","average","hard",0.802,1,0,6,0.314,7
23,"dotnumber","average","easy",0.584,1,1,6,0.338,7
23,"dotnumber","average","hard",0.569,1,0,6,0.297,7
23,"dotnumber","average","easy",0.636,-1,1,6,1.359,7
23,"dotnumber","average","easy",0.986,-1,1,4,0.348,7
23,"dotnumber","average","average",1.002,-1,0,5,0.177,7
23,"dotnumber","average","hard",1.97,-1,0,3,0.277,7
23,"dotnumber","average","average",0.884,-1,1,5,0.834,7
23,"dotnumber","average","hard",1.051,-1,0,4,0.224,7
23,"dotnumber","average","average",1.352,-1,1,4,0.604,7
23,"dotnumber","average","easy",0.735,-1,1,6,0.209,7
23,"dotnumber","average","average",0.885,-1,1,5,1.729,7
23,"dotnumber","average","average",0.819,-1,1,6,0.709,7
23,"dotnumber","average","average",0.785,1,1,6,0.388,7
23,"dotnumber","average","hard",1.853,-1,1,6,0.452,7
23,"dotnumber","average","easy",1.486,1,1,5,1.888,7
23,"dotnumber","average","hard",0.735,-1,0,5,1.217,7
23,"dotnumber","average","hard",0.969,1,0,4,0.307,7
23,"dotnumber","average","average",0.785,-1,1,5,0.275,7
23,"dotnumber","average","easy",1.019,-1,1,5,0.49,7
23,"dotnumber","average","average",0.586,1,1,6,0.538,7
23,"dotnumber","average","average",1.169,1,1,5,0.688,7
23,"dotnumber","average","average",0.902,1,1,5,1.483,7
23,"dotnumber","average","hard",0.968,-1,1,5,0.339,7
23,"dotnumber","average","average",0.717,1,1,6,0.419,7
23,"dotnumber","average","hard",1.819,-1,0,4,0.356,7
23,"dotnumber","average","average",1.436,-1,1,5,0.486,7
23,"dotnumber","average","average",1.486,1,1,5,0.434,7
23,"dotnumber","average","hard",0.868,1,0,5,0.216,7
23,"dotnumber","average","easy",1.001,1,1,6,0.274,7
23,"dotnumber","average","hard",1.602,1,1,4,0.241,7
23,"dotnumber","average","average",0.718,-1,1,5,1.079,7
23,"dotnumber","average","average",1.019,1,1,5,1.309,7
23,"dotnumber","average","hard",0.768,-1,0,5,0.756,7
23,"dotnumber","average","hard",1.453,-1,0,5,0.453,7
23,"dotnumber","average","hard",1.519,1,1,3,0.865,7
23,"dotnumber","average","easy",1.536,1,1,6,0.379,7
23,"dotnumber","average","hard",1.352,-1,0,5,0.336,7
23,"dotnumber","average","easy",1.37,-1,0,4,0.246,7
23,"dotnumber","average","average",1.27,-1,1,5,0.645,7
23,"dotnumber","average","easy",1.019,1,1,5,1.421,7
23,"dotnumber","average","easy",0.869,1,1,6,0.123,7
23,"dotnumber","average","average",2.154,-1,1,3,1.05,7
23,"dotnumber","average","easy",0.785,1,1,5,0.347,7
23,"dotnumber","average","hard",1.504,-1,0,4,0.459,7
23,"dotnumber","average","easy",1.903,1,1,5,0.407,7
23,"dotnumber","average","average",1.02,1,1,5,0.393,7
23,"dotnumber","average","average",1.302,-1,1,5,0.272,7
23,"dotnumber","average","average",1.202,-1,0,5,0.399,7
23,"dotnumber","average","easy",1.203,-1,1,5,0.282,7
23,"dotnumber","average","hard",0.719,1,0,5,0.556,7
23,"dotnumber","average","hard",1.168,-1,1,5,0.386,7
23,"dotnumber","average","easy",1.019,-1,1,6,0.548,7
23,"dotnumber","average","easy",0.836,-1,1,6,0.263,7
23,"dotnumber","average","hard",1.92,1,1,5,0.315,7
23,"dotnumber","average","easy",0.669,-1,1,6,0.063,7
23,"dotnumber","average","easy",1.453,1,0,4,0.285,7
23,"dotnumber","average","average",0.668,-1,0,5,1.186,7
23,"dotnumber","average","easy",0.602,-1,1,6,0.245,7
23,"dotnumber","average","easy",1.319,1,1,5,0.209,7
23,"dotnumber","average","average",0.802,-1,1,5,0.388,7
23,"dotnumber","average","hard",1.87,1,0,5,0.035,7
23,"dotnumber","average","easy",0.635,-1,1,5,0.26,7
23,"dotnumber","average","hard",1.302,1,1,4,0.352,7
23,"dotnumber","average","hard",1.153,-1,1,4,1.438,7
23,"dotnumber","average","easy",1.052,1,1,5,0.836,7
23,"dotnumber","average","average",1.269,-1,1,5,0.426,7
23,"dotnumber","average","hard",0.785,1,0,6,0.437,7
23,"dotnumber","average","hard",0.735,-1,1,5,0.433,7
23,"dotnumber","average","average",0.786,-1,0,5,0.875,7
23,"dotnumber","average","easy",1.002,1,1,6,0.362,7
23,"xotask","hard","easy",0.801,-1,1,5,0.293,5
23,"xotask","hard","hard",0.952,1,0,6,0.542,5
23,"xotask","hard","hard",1.053,1,1,5,0.12,5
23,"xotask","hard","hard",0.935,-1,0,4,0.377,5
23,"xotask","hard","easy",1.019,1,1,6,0.299,5
23,"xotask","hard","easy",0.985,1,1,6,0.274,5
23,"xotask","hard","average",1.118,-1,1,5,0.228,5
23,"xotask","hard","easy",1.47,1,1,6,0.41,5
23,"xotask","hard","easy",1.119,1,1,6,0.375,5
23,"xotask","hard","hard",0.884,-1,1,6,0.223,5
23,"xotask","hard","hard",1.62,1,0,3,0.303,5
23,"xotask","hard","average",1.136,-1,1,6,0.32,5
23,"xotask","hard","hard",1.819,-1,0,5,0.419,5
23,"xotask","hard","average",1.135,-1,1,5,0.431,5
23,"xotask","hard","average",1.352,1,1,4,0.161,5
23,"xotask","hard","hard",1.335,-1,1,5,0.496,5
23,"xotask","hard","average",1.22,-1,1,6,0.277,5
23,"xotask","hard","average",2.036,-1,1,5,0.242,5
23,"xotask","hard","easy",0.986,1,1,6,0.219,5
23,"xotask","hard","easy",0.684,-1,1,6,0.273,5
23,"xotask","hard","average",1.002,1,1,5,0.505,5
23,"xotask","hard","easy",0.952,1,1,6,0.249,5
23,"xotask","hard","easy",0.769,-1,1,6,0.25,5
23,"xotask","hard","hard",1.203,-1,0,5,2.682,5
23,"xotask","hard","easy",0.886,1,1,6,1.235,5
23,"xotask","hard","average",0.936,-1,1,5,0.278,5
23,"xotask","hard","easy",0.952,-1,1,4,0.527,5
23,"xotask","hard","easy",0.769,-1,1,6,0.23,5
23,"xotask","hard","average",1.019,1,1,6,0.062,5
23,"xotask","hard","hard",1.187,-1,0,5,0.454,5
23,"xotask","hard","hard",0.702,-1,1,5,0.258,5
23,"xotask","hard","hard",1.486,1,1,3,0.278,5
23,"xotask","hard","easy",0.936,1,1,6,0.319,5
23,"xotask","hard","hard",1.335,1,0,4,0.279,5
23,"xotask","hard","average",0.785,-1,1,5,0.263,5
23,"xotask","hard","hard",0.952,1,1,5,0.336,5
23,"xotask","hard","hard",2.371,-1,0,2,0.717,5
23,"xotask","hard","average",0.886,1,1,5,0.326,5
23,"xotask","hard","average",1.186,1,1,3,0.372,5
23,"xotask","hard","hard",0.952,1,0,4,0.633,5
23,"xotask","hard","easy",0.835,1,1,6,0.232,5
23,"xotask","hard","easy",0.835,-1,1,6,0.2,5
23,"xotask","hard","hard",1.637,1,0,5,0.28,5
23,"xotask","hard","easy",0.918,-1,1,6,0.066,5
23,"xotask","hard","average",0.852,1,1,6,0.28,5
23,"xotask","hard","hard",1.352,1,0,5,0.368,5
23,"xotask","hard","easy",1.019,1,1,6,0.243,5
23,"xotask","hard","average",0.836,1,1,6,0.466,5
23,"xotask","hard","hard",1.369,1,0,5,0.322,5
23,"xotask","hard","average",1.168,1,0,5,0.289,5
23,"xotask","hard","hard",1.402,-1,0,3,0.327,5
23,"xotask","hard","average",1.353,-1,1,5,0.43,5
23,"xotask","hard","easy",1.62,-1,1,6,0.373,5
23,"xotask","hard","easy",1.252,-1,1,6,0.318,5
23,"xotask","hard","average",2.07,-1,0,4,0.072,5
23,"xotask","hard","easy",0.886,-1,1,6,0.284,5
23,"xotask","hard","average",0.736,-1,1,6,0.35,5
23,"xotask","hard","easy",1.353,-1,1,6,0.308,5
23,"xotask","hard","average",1.252,-1,0,6,0.351,5
23,"xotask","hard","average",0.869,-1,1,6,0.44,5
23,"xotask","hard","hard",1.219,1,0,5,0.272,5
23,"xotask","hard","hard",0.735,1,0,6,0.258,5
23,"xotask","hard","average",0.869,1,1,5,0.24,5
23,"xotask","hard","hard",1.786,-1,0,4,0.408,5
23,"xotask","hard","average",1.47,1,1,3,0.295,5
23,"xotask","hard","hard",1.103,1,1,4,1.049,5
23,"xotask","hard","easy",0.736,1,1,6,0.027,5
23,"xotask","hard","average",0.818,1,1,6,0.036,5
23,"xotask","hard","average",1.085,-1,1,5,0.386,5
23,"xotask","hard","easy",0.851,-1,1,6,0.106,5
23,"xotask","hard","hard",0.819,1,1,6,0.72,5
23,"xotask","hard","easy",0.801,1,1,6,0.109,5
23,"xotask","hard","easy",0.769,-1,1,6,0.242,6
23,"xotask","hard","hard",0.552,1,1,5,0.237,6
23,"xotask","hard","average",1.102,-1,0,2,0.242,6
23,"xotask","hard","easy",1.019,-1,1,6,0.298,6
23,"xotask","hard","easy",0.567,1,1,6,0.289,6
23,"xotask","hard","easy",0.735,1,1,6,0.243,6
23,"xotask","hard","hard",1.086,-1,1,5,0.072,6
23,"xotask","hard","average",0.719,-1,1,5,0.243,6
23,"xotask","hard","hard",1.218,-1,1,5,0.355,6
23,"xotask","hard","hard",0.835,-1,1,6,0.254,6
23,"xotask","hard","easy",0.652,1,1,6,0.245,6
23,"xotask","hard","hard",1.002,-1,0,6,0.381,6
23,"xotask","hard","hard",1.102,-1,1,3,0.508,6
23,"xotask","hard","hard",1.202,1,1,4,0.145,6
23,"xotask","hard","average",1.736,-1,0,4,0.415,6
23,"xotask","hard","hard",0.702,-1,1,5,0.221,6
23,"xotask","hard","average",1.22,1,1,5,0.349,6
23,"xotask","hard","hard",0.835,-1,1,5,0.328,6
23,"xotask","hard","easy",0.835,-1,1,6,0.26,6
23,"xotask","hard","average",1.537,-1,1,5,0.326,6
23,"xotask","hard","average",0.835,1,1,6,0.275,6
23,"xotask","hard","easy",0.718,-1,1,6,0.261,6
23,"xotask","hard","average",1.103,1,1,6,0.249,6
23,"xotask","hard","average",0.886,1,1,6,0.182,6
23,"xotask","hard","easy",0.853,1,1,6,0.119,6
23,"xotask","hard","hard",1.052,1,0,5,0.194,6
23,"xotask","hard","easy",0.735,-1,1,6,0.248,6
23,"xotask","hard","average",0.869,1,1,6,0.037,6
23,"xotask","hard","easy",1.003,-1,1,5,0.326,6
23,"xotask","hard","average",1.202,-1,1,3,0.643,6
23,"xotask","hard","easy",1.251,-1,1,5,0.385,6
23,"xotask","hard","average",1.001,-1,1,6,0.244,6
23,"xotask","hard","easy",0.868,1,1,6,0.45,6
23,"xotask","hard","easy",1.385,-1,1,6,0.53,6
23,"xotask","hard","easy",0.735,-1,1,6,0.234,6
23,"xotask","hard","hard",0.901,1,1,4,0.678,6
23,"xotask","hard","hard",2.37,-1,1,3,0.309,6
23,"xotask","hard","average",1.27,-1,1,5,0.224,6
23,"xotask","hard","easy",0.936,1,1,5,0.092,6
23,"xotask","hard","easy",0.668,1,1,6,0.313,6
23,"xotask","hard","hard",0.952,1,1,5,0.272,6
23,"xotask","hard","average",0.953,-1,1,5,0.361,6
23,"xotask","hard","average",1.953,1,1,3,0.294,6
23,"xotask","hard","hard",1.352,1,0,5,0.543,6
23,"xotask","hard","average",1.052,-1,1,4,0.777,6
23,"xotask","hard","easy",1.102,-1,1,5,1.064,6
23,"xotask","hard","easy",1.003,1,1,6,0.286,6
23,"xotask","hard","hard",1.435,-1,0,3,1.043,6
23,"xotask","hard","average",0.835,1,1,6,0.21,6
23,"xotask","hard","average",1.202,-1,1,6,0.452,6
23,"xotask","hard","average",1.67,-1,1,5,0.28,6
23,"xotask","hard","hard",1.053,1,1,4,0.317,6
23,"xotask","hard","hard",0.968,-1,0,4,0.404,6
23,"xotask","hard","easy",0.853,1,1,6,0.204,6
23,"xotask","hard","hard",0.885,-1,1,5,0.475,6
23,"xotask","hard","hard",0.986,1,1,6,0.25,6
23,"xotask","hard","average",0.768,-1,0,1,2.444,6
23,"xotask","hard","hard",1.303,1,0,5,0.222,6
23,"xotask","hard","average",1.518,-1,1,4,0.434,6
23,"xotask","hard","hard",1.669,-1,0,5,0.328,6
23,"xotask","hard","average",1.251,1,1,6,0.403,6
23,"xotask","hard","hard",0.969,-1,0,6,0.214,6
23,"xotask","hard","average",1.152,1,0,5,0.425,6
23,"xotask","hard","easy",1.052,1,1,6,0.264,6
23,"xotask","hard","easy",0.935,-1,1,6,0.242,6
23,"xotask","hard","hard",0.919,1,1,6,0.238,6
23,"xotask","hard","average",0.851,-1,1,5,0.285,6
23,"xotask","hard","easy",0.952,-1,1,6,0.262,6
23,"xotask","hard","hard",0.818,-1,1,6,0.485,6
23,"xotask","hard","average",0.869,1,1,6,0.233,6
23,"xotask","hard","easy",0.885,1,1,6,0.342,6
23,"xotask","hard","easy",0.786,1,1,6,0.868,6
23,"xotask","hard","easy",1.002,-1,1,6,0.273,7
23,"xotask","hard","easy",0.585,1,1,6,0.249,7
23,"xotask","hard","average",0.969,-1,1,5,0.274,7
23,"xotask","hard","average",1.319,-1,1,5,0.045,7
23,"xotask","hard","easy",0.586,-1,1,6,0.287,7
23,"xotask","hard","hard",1.169,1,0,5,1.567,7
23,"xotask","hard","hard",0.985,-1,1,5,0.273,7
23,"xotask","hard","easy",0.802,1,1,6,0.257,7
23,"xotask","hard","hard",0.819,-1,1,6,0.24,7
23,"xotask","hard","average",0.885,1,1,6,1.086,7
23,"xotask","hard","average",1.136,1,1,6,0.206,7
23,"xotask","hard","easy",0.801,-1,1,6,0.321,7
23,"xotask","hard","average",0.769,-1,1,3,1.135,7
23,"xotask","hard","average",0.752,1,1,5,0.333,7
23,"xotask","hard","average",0.903,-1,1,6,0.614,7
23,"xotask","hard","easy",0.735,-1,1,6,0.458,7
23,"xotask","hard","easy",0.669,-1,1,6,0.312,7
23,"xotask","hard","easy",0.702,-1,1,6,0.377,7
23,"xotask","hard","average",0.752,1,1,6,0.775,7
23,"xotask","hard","easy",1.902,1,1,4,0.324,7
23,"xotask","hard","hard",0.801,-1,1,5,0.37,7
23,"xotask","hard","easy",0.736,1,1,6,1.312,7
23,"xotask","hard","average",1.119,1,0,5,0.537,7
23,"xotask","hard","easy",0.852,1,1,6,0.907,7
23,"xotask","hard","average",0.818,-1,1,6,0.352,7
23,"xotask","hard","average",0.969,1,1,6,0.31,7
23,"xotask","hard","average",1.319,1,1,5,1.182,7
23,"xotask","hard","hard",0.919,-1,0,4,1.316,7
23,"xotask","hard","easy",0.785,-1,1,6,0.137,7
23,"xotask","hard","easy",0.885,-1,1,6,0.171,7
23,"xotask","hard","hard",1.636,-1,1,5,0.588,7
23,"xotask","hard","average",1.118,-1,1,4,0.465,7
23,"xotask","hard","average",0.801,-1,1,6,0.281,7
23,"xotask","hard","hard",2.403,-1,0,4,0.198,7
23,"xotask","hard","easy",0.735,-1,1,5,0.299,7
23,"xotask","hard","average",1.385,1,1,5,0.353,7
23,"xotask","hard","hard",0.885,-1,0,3,0.442,7
23,"xotask","hard","average",1.086,1,1,4,0.311,7
23,"xotask","hard","hard",1.285,-1,0,4,0.002,7
23,"xotask","hard","average",0.868,1,1,6,0.393,7
23,"xotask","hard","hard",0.969,-1,1,5,0.285,7
23,"xotask","hard","easy",0.952,-1,0,1,0.278,7
23,"xotask","hard","easy",0.835,-1,1,6,0.468,7
23,"xotask","hard","hard",0.819,1,1,5,0.554,7
23,"xotask","hard","hard",2.053,1,1,5,0.891,7
23,"xotask","hard","hard",0.902,1,1,5,0.525,7
23,"xotask","hard","hard",0.801,-1,1,5,0.211,7
23,"xotask","hard","average",0.919,-1,0,4,0.208,7
23,"xotask","hard","easy",1.103,1,1,6,0.31,7
23,"xotask","hard","easy",0.802,1,1,6,0.612,7
23,"xotask","hard","easy",1.037,-1,1,6,0.204,7
23,"xotask","hard","easy",0.886,1,1,6,0.011,7
23,"xotask","hard","hard",1.069,-1,0,6,0.314,7
23,"xotask","hard","hard",1.619,1,1,4,0.326,7
23,"xotask","hard","average",0.885,-1,0,1,0.416,7
23,"xotask","hard","hard",1.069,1,0,5,0.463,7
23,"xotask","hard","easy",1.335,1,1,5,0.321,7
23,"xotask","hard","easy",0.668,1,1,6,0.34,7
23,"xotask","hard","hard",1.202,-1,1,5,0.928,7
23,"xotask","hard","average",1.353,1,0,5,0.27,7
23,"xotask","hard","easy",1.486,-1,1,4,0.241,7
23,"xotask","hard","average",3.738,-1,1,5,0.346,7
23,"xotask","hard","hard",1.436,1,1,3,0.268,7
23,"xotask","hard","hard",1.286,1,1,4,0.521,7
23,"xotask","hard","average",1.101,-1,1,5,0.129,7
23,"xotask","hard","average",1.502,-1,1,5,0.137,7
23,"xotask","hard","easy",0.969,1,1,6,0.311,7
23,"xotask","hard","hard",1.419,1,0,5,0.236,7
23,"xotask","hard","hard",1.387,1,0,4,0.789,7
23,"xotask","hard","average",0.802,1,1,5,0.256,7
23,"xotask","hard","hard",0.886,-1,1,4,0.477,7
23,"xotask","hard","hard",1.136,-1,0,4,0.342,7
23,"dotcolour","easy","hard",0.803,1,1,6,0.357,5
23,"dotcolour","easy","easy",0.668,-1,1,6,0.231,5
23,"dotcolour","easy","easy",0.835,1,1,6,0.486,5
23,"dotcolour","easy","hard",0.869,1,0,5,0.538,5
23,"dotcolour","easy","average",1.786,-1,1,5,0.439,5
23,"dotcolour","easy","hard",1.786,1,0,5,0.327,5
23,"dotcolour","easy","hard",2.071,1,0,5,0.512,5
23,"dotcolour","easy","easy",0.735,-1,1,6,0.281,5
23,"dotcolour","easy","hard",1.436,1,0,5,1.262,5
23,"dotcolour","easy","easy",0.786,-1,1,6,0.55,5
23,"dotcolour","easy","average",0.752,1,1,6,0.06,5
23,"dotcolour","easy","hard",1.535,1,1,6,0.502,5
23,"dotcolour","easy","average",1.403,-1,1,5,0.324,5
23,"dotcolour","easy","easy",0.735,1,1,6,0.244,5
23,"dotcolour","easy","hard",1.937,1,1,5,0.294,5
23,"dotcolour","easy","hard",0.784,1,1,6,0.486,5
23,"dotcolour","easy","average",1.402,-1,1,4,0.116,5
23,"dotcolour","easy","easy",0.652,1,1,6,0.224,5
23,"dotcolour","easy","hard",1.82,1,1,5,0.472,5
23,"dotcolour","easy","easy",0.735,1,1,6,0.274,5
23,"dotcolour","easy","hard",2.688,-1,1,5,0.42,5
23,"dotcolour","easy","average",1.636,-1,1,4,0.235,5
23,"dotcolour","easy","average",1.336,1,1,5,0.71,5
23,"dotcolour","easy","average",1.285,-1,1,5,0.208,5
23,"dotcolour","easy","average",0.869,1,1,5,0.56,5
23,"dotcolour","easy","hard",2.036,1,1,4,0.305,5
23,"dotcolour","easy","average",1.053,1,1,6,0.293,5
23,"dotcolour","easy","easy",0.802,1,1,6,0.276,5
23,"dotcolour","easy","average",1.402,1,1,6,0.939,5
23,"dotcolour","easy","hard",1.787,1,0,5,0.711,5
23,"dotcolour","easy","average",0.936,-1,1,5,0.303,5
23,"dotcolour","easy","easy",0.752,1,1,6,0.255,5
23,"dotcolour","easy","average",1.119,-1,1,5,0.739,5
23,"dotcolour","easy","easy",0.669,1,1,6,0.389,5
23,"dotcolour","easy","average",0.618,1,1,6,0.871,5
23,"dotcolour","easy","average",0.852,1,1,6,0.204,5
23,"dotcolour","easy","easy",0.785,-1,1,6,0.223,5
23,"dotcolour","easy","easy",0.736,1,1,6,0.627,5
23,"dotcolour","easy","hard",1.436,-1,0,3,0.25,5
23,"dotcolour","easy","easy",1.102,-1,1,6,0.174,5
23,"dotcolour","easy","average",1.736,-1,1,4,0.508,5
23,"dotcolour","easy","average",0.969,1,1,5,0.251,5
23,"dotcolour","easy","hard",1.654,1,1,4,0.2,5
23,"dotcolour","easy","average",0.652,1,1,5,1.152,5
23,"dotcolour","easy","hard",1.22,1,0,5,0.139,5
23,"dotcolour","easy","hard",1.135,1,1,5,0.418,5
23,"dotcolour","easy","average",0.736,-1,1,6,0.606,5
23,"dotcolour","easy","hard",1.403,-1,1,5,0.343,5
23,"dotcolour","easy","hard",1.486,1,1,5,0.408,5
23,"dotcolour","easy","easy",0.669,-1,1,5,0.344,5
23,"dotcolour","easy","easy",0.652,-1,1,6,1.051,5
23,"dotcolour","easy","hard",1.32,-1,1,5,0.421,5
23,"dotcolour","easy","hard",1.102,1,0,4,0.45,5
23,"dotcolour","easy","hard",1.587,-1,0,5,0.41,5
23,"dotcolour","easy","easy",0.668,-1,1,6,0.201,5
23,"dotcolour","easy","average",0.569,1,1,6,0.197,5
23,"dotcolour","easy","easy",0.902,-1,1,6,0.243,5
23,"dotcolour","easy","average",1.085,-1,1,5,0.457,5
23,"dotcolour","easy","easy",0.767,-1,1,6,0.482,5
23,"dotcolour","easy","easy",0.585,-1,1,6,0.13,5
23,"dotcolour","easy","hard",1.386,-1,1,6,0.527,5
23,"dotcolour","easy","average",0.769,-1,1,6,0.374,5
23,"dotcolour","easy","average",0.82,1,1,6,0.048,5
23,"dotcolour","easy","easy",0.652,-1,1,6,0.303,5
23,"dotcolour","easy","easy",0.652,1,1,6,0.355,5
23,"dotcolour","easy","easy",0.602,1,1,6,0.407,5
23,"dotcolour","easy","average",1.019,1,1,5,0.265,5
23,"dotcolour","easy","average",1.003,-1,1,6,0.128,5
23,"dotcolour","easy","hard",0.886,1,1,6,0.258,5
23,"dotcolour","easy","easy",0.586,1,1,6,0.331,5
23,"dotcolour","easy","hard",0.618,-1,1,5,0.64,5
23,"dotcolour","easy","easy",1.019,1,1,6,0.135,5
23,"dotcolour","easy","easy",0.718,1,1,6,0.24,6
23,"dotcolour","easy","hard",0.602,-1,1,6,0.441,6
23,"dotcolour","easy","hard",1.602,-1,1,5,0.002,6
23,"dotcolour","easy","average",0.686,-1,1,6,0.305,6
23,"dotcolour","easy","average",0.953,-1,1,5,0.649,6
23,"dotcolour","easy","average",0.736,-1,1,6,0.347,6
23,"dotcolour","easy","easy",0.635,-1,1,6,0.35,6
23,"dotcolour","easy","hard",1.019,-1,1,6,0.145,6
23,"dotcolour","easy","easy",0.653,-1,1,6,0.253,6
23,"dotcolour","easy","hard",0.852,-1,1,5,0.283,6
23,"dotcolour","easy","easy",0.652,-1,1,6,0.112,6
23,"dotcolour","easy","average",0.685,-1,1,6,0.203,6
23,"dotcolour","easy","easy",0.718,1,1,6,1.201,6
23,"dotcolour","easy","easy",0.551,-1,1,6,0.308,6
23,"dotcolour","easy","easy",0.818,1,1,6,1.313,6
23,"dotcolour","easy","easy",0.718,1,1,6,1.306,6
23,"dotcolour","easy","hard",0.902,1,1,5,0.283,6
23,"dotcolour","easy","hard",0.669,-1,1,5,0.351,6
23,"dotcolour","easy","easy",0.585,-1,1,5,0.549,6
23,"dotcolour","easy","hard",0.769,1,1,6,0.218,6
23,"dotcolour","easy","average",0.618,1,1,5,0.515,6
23,"dotcolour","easy","easy",0.636,-1,1,6,0.303,6
23,"dotcolour","easy","hard",0.952,1,1,5,0.28,6
23,"dotcolour","easy","average",0.602,1,1,6,0.111,6
23,"dotcolour","easy","easy",0.635,1,1,6,0.236,6
23,"dotcolour","easy","average",1.87,1,1,4,0.369,6
23,"dotcolour","easy","average",1.019,-1,1,5,0.292,6
23,"dotcolour","easy","average",2.337,1,1,4,0.293,6
23,"dotcolour","easy","hard",1.185,-1,1,5,0.947,6
23,"dotcolour","easy","average",1.018,-1,1,5,0.254,6
23,"dotcolour","easy","average",0.735,1,1,6,0.689,6
23,"dotcolour","easy","hard",0.968,1,1,4,0.089,6
23,"dotcolour","easy","easy",0.686,-1,1,6,0.293,6
23,"dotcolour","easy","hard",0.619,-1,1,5,0.443,6
23,"dotcolour","easy","easy",0.617,-1,1,6,0.283,6
23,"dotcolour","easy","easy",0.486,1,1,6,0.167,6
23,"dotcolour","easy","average",0.669,1,1,5,0.304,6
23,"dotcolour","easy","easy",0.669,1,1,6,0.484,6
23,"dotcolour","easy","easy",1.018,1,1,6,0.274,6
23,"dotcolour","easy","hard",1.636,-1,1,5,0.335,6
23,"dotcolour","easy","hard",1.268,1,1,5,0.201,6
23,"dotcolour","easy","average",1.219,-1,1,4,0.09,6
23,"dotcolour","easy","hard",1.436,1,0,4,0.359,6
23,"dotcolour","easy","easy",0.818,-1,1,6,0.306,6
23,"dotcolour","easy","average",0.618,1,1,6,0.296,6
23,"dotcolour","easy","hard",1.103,-1,0,5,0.059,6
23,"dotcolour","easy","average",0.852,1,1,6,0.929,6
23,"dotcolour","easy","easy",0.686,-1,1,6,0.395,6
23,"dotcolour","easy","easy",0.802,1,1,6,0.453,6
23,"dotcolour","easy","easy",0.601,1,1,6,0.294,6
23,"dotcolour","easy","hard",2.087,-1,1,3,0.544,6
23,"dotcolour","easy","average",0.769,1,1,5,0.31,6
23,"dotcolour","easy","hard",1.119,-1,1,5,0.519,6
