starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1614094409,dotnumber,0,0,training,average,average,62,50,1619,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,1,0,training,average,average,50,36,902,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,2,0,training,average,average,38,50,803,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,3,0,training,average,average,61,50,1352,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,4,0,training,average,average,50,37,868,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,5,0,training,average,average,35,50,819,['c'],0,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,6,0,training,average,average,50,64,768,['c'],0,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,7,0,training,average,average,50,39,768,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,8,0,training,average,average,61,50,768,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,9,0,training,average,average,35,50,685,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,10,0,training,average,average,50,64,685,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,11,0,training,average,average,50,39,601,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,12,0,training,average,average,50,63,518,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,13,0,training,average,average,38,50,769,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,14,0,training,average,average,39,50,601,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,15,0,training,average,average,50,37,652,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,16,0,training,average,average,63,50,734,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,17,0,training,average,average,50,63,718,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,18,0,training,average,average,36,50,568,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,19,0,training,average,average,50,39,685,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,20,0,training,average,average,63,50,551,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,21,0,training,average,average,65,50,769,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,22,0,training,average,average,50,65,652,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,23,0,training,average,average,50,62,1252,['c'],0,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,0,1,training,average,average,39,50,735,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,1,1,training,average,average,50,61,502,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,2,1,training,average,average,50,61,536,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,3,1,training,average,average,62,50,984,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,4,1,training,average,average,50,65,1302,['c'],0,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,5,1,training,average,average,50,39,1052,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,6,1,training,average,average,50,62,635,['c'],0,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,7,1,training,average,average,36,50,702,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,8,1,training,average,average,61,50,585,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,9,1,training,average,average,50,39,651,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,10,1,training,average,average,50,62,835,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,11,1,training,average,average,35,50,485,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,12,1,training,average,average,36,50,585,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,13,1,training,average,average,50,65,553,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,14,1,training,average,average,36,50,517,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,15,1,training,average,average,61,50,668,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,16,1,training,average,average,38,50,535,['n'],1,right,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,17,1,training,average,average,50,37,802,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,18,1,training,average,average,50,36,785,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,19,1,training,average,average,64,50,585,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,20,1,training,average,average,64,50,802,['n'],0,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,21,1,training,average,average,50,35,1101,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,22,1,training,average,average,50,36,668,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
,dotnumber,23,1,training,average,average,65,50,851,['c'],1,left,none,-99,-99,,,,,,,,41,20,Vrouw,Rechts,
