starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1613565302,dotnumber,0,0,training,hard,hard,53,50,2153,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,1,0,training,hard,hard,50,53,936,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,2,0,training,hard,hard,50,48,785,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,3,0,training,hard,hard,51,50,452,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,4,0,training,hard,hard,52,50,585,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,5,0,training,hard,hard,51,50,736,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,6,0,training,hard,hard,45,50,619,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,7,0,training,hard,hard,49,50,752,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,8,0,training,hard,hard,45,50,686,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,9,0,training,hard,hard,50,53,652,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,10,0,training,hard,hard,54,50,602,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,11,0,training,hard,hard,50,51,668,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,12,0,training,hard,hard,48,50,585,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,13,0,training,hard,hard,50,49,585,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,14,0,training,hard,hard,50,48,535,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,15,0,training,hard,hard,48,50,501,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,16,0,training,hard,hard,50,52,602,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,17,0,training,hard,hard,51,50,436,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,18,0,training,hard,hard,50,46,585,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,19,0,training,hard,hard,50,53,468,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,20,0,training,hard,hard,50,46,519,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,21,0,training,hard,hard,50,55,617,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,22,0,training,hard,hard,47,50,602,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,23,0,training,hard,hard,50,49,618,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,0,1,training,hard,hard,53,50,752,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,1,1,training,hard,hard,50,54,585,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,2,1,training,hard,hard,50,53,584,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,3,1,training,hard,hard,46,50,669,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,4,1,training,hard,hard,51,50,618,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,5,1,training,hard,hard,49,50,518,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,6,1,training,hard,hard,50,53,552,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,7,1,training,hard,hard,50,51,636,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,8,1,training,hard,hard,47,50,1219,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,9,1,training,hard,hard,46,50,652,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,10,1,training,hard,hard,55,50,584,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,11,1,training,hard,hard,50,47,535,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,12,1,training,hard,hard,50,45,569,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,13,1,training,hard,hard,53,50,568,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,14,1,training,hard,hard,52,50,618,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,15,1,training,hard,hard,50,47,652,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,16,1,training,hard,hard,50,53,634,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,17,1,training,hard,hard,50,45,619,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,18,1,training,hard,hard,46,50,485,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,19,1,training,hard,hard,50,46,551,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,20,1,training,hard,hard,50,49,702,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,21,1,training,hard,hard,47,50,501,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,22,1,training,hard,hard,53,50,619,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,23,1,training,hard,hard,50,55,452,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,0,2,training,hard,hard,48,50,752,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,1,2,training,hard,hard,50,54,519,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,2,2,training,hard,hard,45,50,668,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,3,2,training,hard,hard,55,50,585,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,4,2,training,hard,hard,45,50,552,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,5,2,training,hard,hard,50,55,569,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,6,2,training,hard,hard,50,55,619,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,7,2,training,hard,hard,50,49,619,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,8,2,training,hard,hard,50,54,551,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,9,2,training,hard,hard,50,45,585,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,10,2,training,hard,hard,50,51,401,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,11,2,training,hard,hard,50,47,552,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,12,2,training,hard,hard,51,50,552,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,13,2,training,hard,hard,55,50,484,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,14,2,training,hard,hard,46,50,535,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,15,2,training,hard,hard,50,52,669,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,16,2,training,hard,hard,53,50,485,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,17,2,training,hard,hard,50,46,652,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,18,2,training,hard,hard,49,50,518,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,19,2,training,hard,hard,53,50,619,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,20,2,training,hard,hard,48,50,652,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,21,2,training,hard,hard,50,45,735,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,22,2,training,hard,hard,52,50,602,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,23,2,training,hard,hard,50,49,752,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,0,3,training,hard,hard,50,53,701,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,1,3,training,hard,hard,50,53,535,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,2,3,training,hard,hard,47,50,468,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,3,3,training,hard,hard,52,50,485,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,4,3,training,hard,hard,54,50,601,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,5,3,training,hard,hard,47,50,636,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,6,3,training,hard,hard,45,50,651,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,7,3,training,hard,hard,52,50,651,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,8,3,training,hard,hard,50,55,685,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,9,3,training,hard,hard,51,50,719,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,10,3,training,hard,hard,50,47,669,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,11,3,training,hard,hard,50,55,635,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,12,3,training,hard,hard,47,50,819,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,13,3,training,hard,hard,50,53,769,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,14,3,training,hard,hard,50,45,701,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,15,3,training,hard,hard,55,50,652,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,16,3,training,hard,hard,47,50,651,['n'],1,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,17,3,training,hard,hard,50,55,735,['c'],0,right,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,18,3,training,hard,hard,54,50,636,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,19,3,training,hard,hard,50,47,835,['c'],1,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
,dotnumber,20,3,training,hard,hard,50,48,635,['n'],0,left,none,-99,-99,,,,,,,,2,18,Man,Rechts,
