starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1614094431,dotcolour,0,0,training,average,average,48,2019,['n'],0,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,1,0,training,average,average,33,751,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,2,0,training,average,average,34,518,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,3,0,training,average,average,34,702,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,4,0,training,average,average,48,585,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,5,0,training,average,average,33,517,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,6,0,training,average,average,49,502,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,7,0,training,average,average,30,535,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,8,0,training,average,average,31,401,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,9,0,training,average,average,46,618,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,10,0,training,average,average,48,485,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,11,0,training,average,average,48,484,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,12,0,training,average,average,33,535,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,13,0,training,average,average,32,502,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,14,0,training,average,average,47,501,['n'],0,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,15,0,training,average,average,49,434,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,16,0,training,average,average,34,485,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,17,0,training,average,average,33,618,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,18,0,training,average,average,33,819,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,19,0,training,average,average,47,1053,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,20,0,training,average,average,31,651,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,21,0,training,average,average,47,668,['n'],0,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,22,0,training,average,average,50,569,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,23,0,training,average,average,46,568,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,0,1,training,average,average,33,801,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,1,1,training,average,average,50,484,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,2,1,training,average,average,48,535,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,3,1,training,average,average,33,602,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,4,1,training,average,average,46,651,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,5,1,training,average,average,46,568,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,6,1,training,average,average,32,602,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,7,1,training,average,average,32,751,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,8,1,training,average,average,32,801,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,9,1,training,average,average,47,669,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,10,1,training,average,average,33,601,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,11,1,training,average,average,47,685,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,12,1,training,average,average,49,585,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,13,1,training,average,average,48,584,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,14,1,training,average,average,34,686,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,15,1,training,average,average,48,584,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,16,1,training,average,average,48,636,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,17,1,training,average,average,32,668,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,18,1,training,average,average,48,535,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,19,1,training,average,average,32,619,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,20,1,training,average,average,34,484,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,21,1,training,average,average,46,635,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,22,1,training,average,average,30,784,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,23,1,training,average,average,30,919,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,0,2,training,average,average,49,785,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,1,2,training,average,average,49,451,['c'],1,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,2,2,training,average,average,31,501,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,3,2,training,average,average,32,801,['c'],0,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,4,2,training,average,average,33,834,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,5,2,training,average,average,33,986,['n'],1,right,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
,dotcolour,6,2,training,average,average,47,1135,['n'],0,left,none,-99,-99,,,,,,,,,46,18,Vrouw,Rechts,
