starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1613576046,xotask,0,0,training,hard,hard,37,4922,['n'],1,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,1,0,training,hard,hard,46,1921,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,2,0,training,hard,hard,35,2871,['c'],0,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,3,0,training,hard,hard,37,1451,['n'],1,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,4,0,training,hard,hard,43,1069,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,5,0,training,hard,hard,43,1602,['n'],0,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,6,0,training,hard,hard,42,1252,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,7,0,training,hard,hard,37,1669,['n'],1,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,8,0,training,hard,hard,46,1502,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,9,0,training,hard,hard,44,1052,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,10,0,training,hard,hard,33,1202,['c'],0,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,11,0,training,hard,hard,44,1435,['n'],0,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,12,0,training,hard,hard,44,1703,['n'],0,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,13,0,training,hard,hard,35,1003,['c'],0,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,14,0,training,hard,hard,46,1453,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,15,0,training,hard,hard,46,1034,['n'],0,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,16,0,training,hard,hard,34,1853,['n'],1,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,17,0,training,hard,hard,37,1302,['n'],1,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,18,0,training,hard,hard,34,869,['c'],0,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,19,0,training,hard,hard,43,1536,['c'],1,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,20,0,training,hard,hard,36,1053,['n'],1,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,21,0,training,hard,hard,33,936,['c'],0,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,22,0,training,hard,hard,45,1119,['n'],0,left,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
,xotask,23,0,training,hard,hard,37,1652,['c'],0,right,none,-99,-99,,,,,,,,,21,0,Vrouw,Rechts,
