starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
,dotnumber,18,0,training,easy,easy,50,26,702,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,0,training,easy,easy,71,50,1586,['n'],0,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,0,training,easy,easy,50,71,634,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,0,training,easy,easy,26,50,1051,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,22,0,training,easy,easy,50,26,668,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,23,0,training,easy,easy,27,50,536,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,0,1,training,easy,easy,73,50,852,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,1,1,training,easy,easy,71,50,1686,['n'],0,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,2,1,training,easy,easy,26,50,602,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,3,1,training,easy,easy,50,28,651,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,4,1,training,easy,easy,26,50,602,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,5,1,training,easy,easy,26,50,601,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,6,1,training,easy,easy,27,50,718,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,7,1,training,easy,easy,29,50,786,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,8,1,training,easy,easy,50,26,619,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,9,1,training,easy,easy,50,72,685,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,10,1,training,easy,easy,75,50,585,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,11,1,training,easy,easy,50,28,1102,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,12,1,training,easy,easy,50,25,652,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,13,1,training,easy,easy,71,50,718,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,14,1,training,easy,easy,50,72,852,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,15,1,training,easy,easy,50,26,552,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,16,1,training,easy,easy,50,74,467,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,17,1,training,easy,easy,72,50,618,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,18,1,training,easy,easy,73,50,1437,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,1,training,easy,easy,50,72,768,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,1,training,easy,easy,50,27,901,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,1,training,easy,easy,28,50,751,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,22,1,training,easy,easy,50,72,1136,['c'],0,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,23,1,training,easy,easy,50,73,685,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,0,2,training,easy,easy,27,50,752,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,1,2,training,easy,easy,50,71,1002,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,2,2,training,easy,easy,75,50,551,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,3,2,training,easy,easy,50,25,519,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,4,2,training,easy,easy,75,50,502,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,5,2,training,easy,easy,50,73,768,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,6,2,training,easy,easy,50,72,918,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,7,2,training,easy,easy,50,74,602,['c'],0,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,8,2,training,easy,easy,50,75,751,['c'],0,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,9,2,training,easy,easy,29,50,535,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,10,2,training,easy,easy,50,27,519,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,11,2,training,easy,easy,50,29,568,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,12,2,training,easy,easy,50,26,519,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,13,2,training,easy,easy,25,50,652,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,14,2,training,easy,easy,28,50,519,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,15,2,training,easy,easy,29,50,1053,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,16,2,training,easy,easy,50,71,785,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,17,2,training,easy,easy,29,50,668,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,18,2,training,easy,easy,71,50,1436,['n'],0,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,2,training,easy,easy,71,50,518,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,2,training,easy,easy,50,26,585,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,2,training,easy,easy,50,27,535,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,22,2,training,easy,easy,73,50,985,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,23,2,training,easy,easy,75,50,535,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,0,3,training,easy,easy,28,50,802,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,1,3,training,easy,easy,50,73,702,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,2,3,training,easy,easy,72,50,585,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,3,3,training,easy,easy,50,26,602,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,4,3,training,easy,easy,50,29,485,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,5,3,training,easy,easy,26,50,652,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,6,3,training,easy,easy,50,71,986,['c'],0,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,7,3,training,easy,easy,25,50,502,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,8,3,training,easy,easy,25,50,785,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,9,3,training,easy,easy,50,73,435,['c'],0,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,10,3,training,easy,easy,71,50,518,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,11,3,training,easy,easy,75,50,519,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,12,3,training,easy,easy,50,25,735,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,13,3,training,easy,easy,27,50,485,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,14,3,training,easy,easy,73,50,501,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,15,3,training,easy,easy,50,75,452,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,16,3,training,easy,easy,72,50,535,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,17,3,training,easy,easy,50,28,518,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,18,3,training,easy,easy,73,50,668,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,3,training,easy,easy,50,71,819,['c'],0,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,3,training,easy,easy,28,50,501,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,3,training,easy,easy,50,29,603,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,22,3,training,easy,easy,50,28,585,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,23,3,training,easy,easy,50,73,552,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,0,4,training,easy,easy,29,50,585,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,1,4,training,easy,easy,50,72,802,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,2,4,training,easy,easy,75,50,635,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,3,4,training,easy,easy,50,29,602,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,4,4,training,easy,easy,50,29,617,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,5,4,training,easy,easy,26,50,717,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,6,4,training,easy,easy,50,74,818,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,7,4,training,easy,easy,50,29,502,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,8,4,training,easy,easy,50,25,486,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,9,4,training,easy,easy,28,50,702,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,10,4,training,easy,easy,50,73,551,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,11,4,training,easy,easy,25,50,553,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,12,4,training,easy,easy,75,50,385,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,13,4,training,easy,easy,26,50,551,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,14,4,training,easy,easy,50,27,452,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,15,4,training,easy,easy,73,50,517,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,16,4,training,easy,easy,50,72,651,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,17,4,training,easy,easy,71,50,552,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,18,4,training,easy,easy,71,50,502,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,4,training,easy,easy,50,74,586,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,4,training,easy,easy,75,50,501,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,4,training,easy,easy,26,50,451,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,22,4,training,easy,easy,50,75,435,['n'],1,right,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,23,4,training,easy,easy,50,27,568,['c'],1,left,none,-99,-99,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,0,5,main,easy,hard,50,48,902,['n'],0,left,['0'],6,1030,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,1,5,main,easy,easy,50,75,1902,['c'],0,right,['3'],3,3275,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,2,5,main,easy,average,64,50,751,['c'],1,left,['9'],5,722,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,3,5,main,easy,average,50,35,802,['c'],1,left,['9'],5,752,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,4,5,main,easy,average,50,39,918,['c'],1,left,['9'],5,439,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,5,5,main,easy,hard,50,54,1069,['n'],1,right,['8'],4,134,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,6,5,main,easy,easy,25,50,1269,['n'],1,right,['9'],5,424,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,7,5,main,easy,average,50,37,852,['c'],1,left,['9'],5,3760,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,8,5,main,easy,average,50,64,1252,['c'],0,right,['9'],5,511,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,9,5,main,easy,average,62,50,1169,['c'],1,left,['0'],6,247,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,10,5,main,easy,easy,75,50,835,['c'],1,left,['0'],6,471,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,11,5,main,easy,average,39,50,835,['c'],0,right,['9'],5,1102,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,12,5,main,easy,average,61,50,1236,['c'],1,left,['9'],5,1706,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,13,5,main,easy,easy,50,29,918,['c'],1,left,['0'],6,315,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,14,5,main,easy,hard,53,50,735,['c'],1,left,['9'],5,604,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,15,5,main,easy,hard,50,46,1720,['n'],0,left,['8'],4,504,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,16,5,main,easy,average,35,50,1069,['n'],1,right,['9'],5,260,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,17,5,main,easy,average,50,64,1169,['c'],0,right,['9'],5,518,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,18,5,main,easy,average,50,61,1035,['n'],1,right,['9'],5,434,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,5,main,easy,hard,50,51,685,['c'],0,right,['9'],5,576,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,5,main,easy,easy,50,29,785,['c'],1,left,['0'],6,405,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,5,main,easy,easy,50,72,985,['n'],1,right,['9'],5,168,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,22,5,main,easy,average,50,36,569,['c'],1,left,['0'],6,390,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,23,5,main,easy,easy,25,50,985,['n'],1,right,['0'],6,490,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,24,5,main,easy,easy,28,50,751,['n'],1,right,['0'],6,595,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,25,5,main,easy,easy,50,75,551,['n'],1,right,['0'],6,881,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,26,5,main,easy,hard,52,50,918,['c'],1,left,['8'],4,356,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,27,5,main,easy,easy,75,50,819,['c'],1,left,['0'],6,400,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,28,5,main,easy,hard,50,46,1202,['n'],0,left,['9'],5,538,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,29,5,main,easy,easy,72,50,586,['c'],1,left,['0'],6,792,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,30,5,main,easy,hard,50,54,1352,['c'],0,right,['8'],4,268,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,31,5,main,easy,easy,50,27,618,['c'],1,left,['0'],6,340,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,32,5,main,easy,hard,45,50,636,['c'],0,right,['0'],6,376,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,33,5,main,easy,hard,45,50,1603,['c'],0,right,['8'],4,548,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,34,5,main,easy,easy,71,50,568,['c'],1,left,['9'],5,291,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,35,5,main,easy,easy,50,25,668,['c'],1,left,['0'],6,408,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,36,5,main,easy,hard,50,45,669,['c'],1,left,['8'],4,504,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,37,5,main,easy,hard,52,50,819,['c'],1,left,['8'],4,382,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,38,5,main,easy,average,50,36,769,['c'],1,left,['9'],5,459,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,39,5,main,easy,hard,50,51,1302,['c'],0,right,['9'],5,303,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,40,5,main,easy,average,37,50,1203,['n'],1,right,['9'],5,461,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,41,5,main,easy,average,50,63,1686,['n'],1,right,['8'],4,65,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,42,5,main,easy,hard,48,50,684,['c'],0,right,['9'],5,799,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,43,5,main,easy,hard,50,48,968,['c'],1,left,['9'],5,514,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,44,5,main,easy,easy,27,50,886,['n'],1,right,['9'],5,901,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,45,5,main,easy,hard,52,50,552,['c'],1,left,['9'],5,2326,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,46,5,main,easy,average,35,50,719,['n'],1,right,['9'],5,709,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,47,5,main,easy,hard,52,50,818,['c'],1,left,['0'],6,195,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,48,5,main,easy,average,50,64,769,['n'],1,right,['9'],5,344,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,49,5,main,easy,easy,50,72,535,['n'],1,right,['9'],5,513,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,50,5,main,easy,average,64,50,550,['c'],1,left,['9'],5,609,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,51,5,main,easy,average,39,50,1354,['n'],1,right,['8'],4,669,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,52,5,main,easy,easy,74,50,636,['c'],1,left,['0'],6,404,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,53,5,main,easy,hard,49,50,769,['c'],0,right,['0'],6,608,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,54,5,main,easy,hard,47,50,885,['c'],0,right,['9'],5,703,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,55,5,main,easy,average,50,61,1219,['c'],0,right,['8'],4,2396,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,56,5,main,easy,easy,26,50,1369,['n'],1,right,['9'],5,271,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,57,5,main,easy,average,63,50,684,['c'],1,left,['9'],5,420,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,58,5,main,easy,average,39,50,768,['n'],1,right,['9'],5,1023,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,59,5,main,easy,average,64,50,1518,['c'],1,left,['8'],4,483,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,60,5,main,easy,easy,73,50,1035,['n'],0,left,['8'],4,737,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,61,5,main,easy,average,50,38,1036,['c'],1,left,['8'],4,932,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,62,5,main,easy,hard,50,55,1018,['n'],1,right,['8'],4,640,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,63,5,main,easy,easy,50,29,801,['c'],1,left,['0'],6,257,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,64,5,main,easy,easy,50,72,869,['n'],1,right,['8'],4,752,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,65,5,main,easy,hard,52,50,919,['c'],1,left,['8'],4,1175,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,66,5,main,easy,easy,26,50,936,['n'],1,right,['9'],5,285,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,67,5,main,easy,easy,50,28,802,['c'],1,left,['0'],6,396,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,68,5,main,easy,hard,50,53,1653,['n'],1,right,['9'],5,517,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,69,5,main,easy,hard,50,48,852,['c'],1,left,['9'],5,2457,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,70,5,main,easy,easy,50,72,835,['n'],1,right,['0'],6,351,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,71,5,main,easy,hard,46,50,1268,['n'],1,right,['9'],5,216,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,0,6,main,easy,hard,50,49,1753,['n'],0,left,['9'],5,1256,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,1,6,main,easy,easy,73,50,1085,['c'],1,left,['9'],5,772,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,2,6,main,easy,average,35,50,702,['n'],1,right,['0'],6,356,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,3,6,main,easy,easy,29,50,819,['n'],1,right,['0'],6,321,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,4,6,main,easy,easy,27,50,786,['n'],1,right,['0'],6,287,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,5,6,main,easy,hard,48,50,1018,['c'],0,right,['9'],5,374,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,6,6,main,easy,hard,54,50,1036,['n'],0,left,['9'],5,1225,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,7,6,main,easy,hard,46,50,969,['c'],0,right,['8'],4,395,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,8,6,main,easy,average,50,37,885,['c'],1,left,['0'],6,275,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,9,6,main,easy,easy,71,50,684,['c'],1,left,['0'],6,216,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,10,6,main,easy,average,50,63,801,['c'],0,right,['9'],5,266,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,11,6,main,easy,hard,50,49,685,['c'],1,left,['9'],5,655,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,12,6,main,easy,hard,54,50,802,['c'],1,left,['9'],5,543,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,13,6,main,easy,easy,50,74,970,['n'],1,right,['8'],4,430,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,14,6,main,easy,easy,50,73,852,['n'],1,right,['0'],6,310,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,15,6,main,easy,easy,50,73,719,['n'],1,right,['0'],6,328,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,16,6,main,easy,average,63,50,552,['c'],1,left,['9'],5,368,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,17,6,main,easy,easy,28,50,986,['n'],1,right,['9'],5,597,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,18,6,main,easy,hard,50,55,635,['n'],1,right,['9'],5,431,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,19,6,main,easy,easy,75,50,601,['c'],1,left,['9'],5,753,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,20,6,main,easy,hard,54,50,1002,['n'],0,left,['9'],5,645,,,,,,,,35,19,Vrouw,Rechts,
,dotnumber,21,6,main,easy,average,39,50,601,['c'],0,right,['9'],5,351,,,,,,,,35,19,Vrouw,Rechts,
