starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1613572342,xotask,0,0,training,average,average,23,3588,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,1,0,training,average,average,53,2086,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,2,0,training,average,average,57,1202,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,3,0,training,average,average,57,1603,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,4,0,training,average,average,24,1368,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,5,0,training,average,average,24,1535,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,6,0,training,average,average,22,1086,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,7,0,training,average,average,54,1820,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,8,0,training,average,average,25,1620,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,9,0,training,average,average,22,2453,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,10,0,training,average,average,26,1536,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,11,0,training,average,average,22,1919,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,12,0,training,average,average,55,2036,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,13,0,training,average,average,24,1954,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,14,0,training,average,average,54,1436,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,15,0,training,average,average,55,1336,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,16,0,training,average,average,24,1886,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,17,0,training,average,average,54,1303,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,18,0,training,average,average,23,1169,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,19,0,training,average,average,53,1435,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,20,0,training,average,average,53,1201,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,21,0,training,average,average,54,1053,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,22,0,training,average,average,55,1068,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,23,0,training,average,average,24,1036,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,0,1,training,average,average,25,2053,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,1,1,training,average,average,22,1185,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,2,1,training,average,average,22,2354,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,3,1,training,average,average,54,1353,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,4,1,training,average,average,23,1468,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,5,1,training,average,average,24,1286,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,6,1,training,average,average,55,1386,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,7,1,training,average,average,26,1602,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,8,1,training,average,average,24,2053,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,9,1,training,average,average,22,2019,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,10,1,training,average,average,24,1403,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,11,1,training,average,average,56,2670,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,12,1,training,average,average,26,1536,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,13,1,training,average,average,57,802,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,14,1,training,average,average,23,1152,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,15,1,training,average,average,54,1553,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,16,1,training,average,average,55,1836,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,17,1,training,average,average,57,819,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,18,1,training,average,average,54,1519,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,19,1,training,average,average,53,2104,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,20,1,training,average,average,26,1218,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,21,1,training,average,average,55,1953,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,22,1,training,average,average,53,1770,['n'],0,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,23,1,training,average,average,56,1135,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,0,2,training,average,average,22,1052,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,1,2,training,average,average,24,1403,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,2,2,training,average,average,26,1619,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,3,2,training,average,average,57,1153,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,4,2,training,average,average,54,1153,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,5,2,training,average,average,26,1603,['c'],0,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,6,2,training,average,average,57,951,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,7,2,training,average,average,53,1035,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,8,2,training,average,average,22,1035,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,9,2,training,average,average,23,1186,['n'],1,right,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
,xotask,10,2,training,average,average,57,1253,['c'],1,left,none,-99,-99,,,,,,,,,15,18,Vrouw,Rechts,
