starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1613576267,dotcolour,0,0,training,average,average,48,918,['n'],0,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,1,0,training,average,average,49,669,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,2,0,training,average,average,30,819,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,3,0,training,average,average,30,568,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,4,0,training,average,average,49,585,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,5,0,training,average,average,46,802,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,6,0,training,average,average,30,735,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,7,0,training,average,average,46,935,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,8,0,training,average,average,34,802,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,9,0,training,average,average,31,736,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,10,0,training,average,average,50,635,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,11,0,training,average,average,49,585,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,12,0,training,average,average,33,567,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,13,0,training,average,average,46,769,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,14,0,training,average,average,33,517,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,15,0,training,average,average,32,602,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,16,0,training,average,average,49,435,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,17,0,training,average,average,50,402,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,18,0,training,average,average,33,552,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,19,0,training,average,average,32,601,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,20,0,training,average,average,32,502,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,21,0,training,average,average,50,501,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,22,0,training,average,average,30,502,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,23,0,training,average,average,50,435,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,0,1,training,average,average,48,819,['n'],0,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,1,1,training,average,average,31,435,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,2,1,training,average,average,49,451,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,3,1,training,average,average,30,434,['c'],0,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,4,1,training,average,average,33,619,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,5,1,training,average,average,47,602,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,6,1,training,average,average,33,534,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,7,1,training,average,average,33,635,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,8,1,training,average,average,48,519,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,9,1,training,average,average,46,602,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,10,1,training,average,average,34,501,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,11,1,training,average,average,32,617,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,12,1,training,average,average,47,501,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,13,1,training,average,average,46,651,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,14,1,training,average,average,30,584,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,15,1,training,average,average,30,601,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,16,1,training,average,average,34,1086,['c'],0,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,17,1,training,average,average,46,968,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,18,1,training,average,average,50,519,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,19,1,training,average,average,33,603,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,20,1,training,average,average,47,852,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,21,1,training,average,average,47,618,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,22,1,training,average,average,32,585,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,23,1,training,average,average,49,535,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,0,2,training,average,average,31,1219,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,1,2,training,average,average,50,484,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,2,2,training,average,average,31,552,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,3,2,training,average,average,32,552,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,4,2,training,average,average,49,434,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,5,2,training,average,average,46,985,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,6,2,training,average,average,47,502,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,7,2,training,average,average,31,567,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,8,2,training,average,average,46,552,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,9,2,training,average,average,31,535,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,10,2,training,average,average,30,518,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,11,2,training,average,average,46,502,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,12,2,training,average,average,32,519,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,13,2,training,average,average,32,485,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,14,2,training,average,average,47,519,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,15,2,training,average,average,34,568,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,16,2,training,average,average,49,485,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,17,2,training,average,average,32,502,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,18,2,training,average,average,49,518,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,19,2,training,average,average,34,752,['n'],1,right,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,20,2,training,average,average,50,486,['c'],1,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
,dotcolour,21,2,training,average,average,46,868,['n'],0,left,none,-99,-99,,,,,,,,,28,18,Vrouw,Rechts,
