starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
,xotask,10,2,training,easy,easy,71,768,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,11,2,training,easy,easy,70,869,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,12,2,training,easy,easy,72,735,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,13,2,training,easy,easy,72,751,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,14,2,training,easy,easy,6,669,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,15,2,training,easy,easy,72,786,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,16,2,training,easy,easy,9,818,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,17,2,training,easy,easy,7,751,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,18,2,training,easy,easy,72,768,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,19,2,training,easy,easy,73,1052,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,20,2,training,easy,easy,71,786,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,21,2,training,easy,easy,7,952,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,22,2,training,easy,easy,71,718,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,23,2,training,easy,easy,8,669,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,0,3,training,easy,easy,73,1136,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,1,3,training,easy,easy,71,969,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,2,3,training,easy,easy,6,1169,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,3,3,training,easy,easy,6,685,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,4,3,training,easy,easy,72,702,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,5,3,training,easy,easy,72,635,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,6,3,training,easy,easy,6,702,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,7,3,training,easy,easy,71,768,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,8,3,training,easy,easy,74,734,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,9,3,training,easy,easy,5,735,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,10,3,training,easy,easy,7,669,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,11,3,training,easy,easy,73,869,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,12,3,training,easy,easy,70,1252,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,13,3,training,easy,easy,72,685,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,14,3,training,easy,easy,8,701,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,15,3,training,easy,easy,6,534,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,16,3,training,easy,easy,8,818,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,17,3,training,easy,easy,5,719,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,18,3,training,easy,easy,71,600,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,19,3,training,easy,easy,74,585,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,20,3,training,easy,easy,70,685,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,21,3,training,easy,easy,6,651,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,22,3,training,easy,easy,6,601,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,23,3,training,easy,easy,9,902,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,0,4,training,easy,easy,9,802,['c'],0,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,1,4,training,easy,easy,6,602,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,2,4,training,easy,easy,7,685,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,3,4,training,easy,easy,74,603,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,4,4,training,easy,easy,73,769,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,5,4,training,easy,easy,6,819,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,6,4,training,easy,easy,6,619,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,7,4,training,easy,easy,71,519,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,8,4,training,easy,easy,8,584,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,9,4,training,easy,easy,74,685,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,10,4,training,easy,easy,73,468,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,11,4,training,easy,easy,71,452,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,12,4,training,easy,easy,72,585,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,13,4,training,easy,easy,9,401,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,14,4,training,easy,easy,71,552,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,15,4,training,easy,easy,5,585,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,16,4,training,easy,easy,9,468,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,17,4,training,easy,easy,71,485,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,18,4,training,easy,easy,71,568,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,19,4,training,easy,easy,6,569,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,20,4,training,easy,easy,9,418,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,21,4,training,easy,easy,70,436,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,22,4,training,easy,easy,9,584,['n'],1,right,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,23,4,training,easy,easy,72,569,['c'],1,left,none,-99,-99,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,0,5,main,easy,easy,71,702,['c'],1,left,['9'],5,4852,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,1,5,main,easy,hard,34,2237,['c'],0,right,['3'],3,2237,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,2,5,main,easy,hard,44,2286,['c'],1,left,['8'],4,607,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,3,5,main,easy,hard,33,1201,['n'],1,right,['9'],5,560,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,4,5,main,easy,average,54,1069,['c'],1,left,['9'],5,634,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,5,5,main,easy,easy,5,702,['n'],1,right,['0'],6,478,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,6,5,main,easy,average,24,735,['n'],1,right,['9'],5,392,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,7,5,main,easy,hard,45,585,['c'],1,left,['8'],4,476,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,8,5,main,easy,hard,37,786,['c'],0,right,['9'],5,500,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,9,5,main,easy,hard,44,686,['c'],1,left,['9'],5,351,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,10,5,main,easy,hard,44,935,['c'],1,left,['8'],4,373,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,11,5,main,easy,average,57,685,['c'],1,left,['0'],6,470,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,12,5,main,easy,easy,71,651,['c'],1,left,['0'],6,260,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,13,5,main,easy,hard,43,1170,['c'],1,left,['9'],5,261,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,14,5,main,easy,average,56,635,['c'],1,left,['0'],6,284,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,15,5,main,easy,average,56,618,['c'],1,left,['0'],6,242,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,16,5,main,easy,average,24,1252,['n'],1,right,['0'],6,401,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,17,5,main,easy,hard,35,969,['n'],1,right,['8'],4,388,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,18,5,main,easy,average,25,751,['n'],1,right,['0'],6,273,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,19,5,main,easy,easy,71,952,['c'],1,left,['0'],6,298,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,20,5,main,easy,hard,35,1069,['n'],1,right,['8'],4,462,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,21,5,main,easy,easy,9,2687,['c'],0,right,['3'],3,1368,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,22,5,main,easy,average,56,1653,['c'],1,left,['9'],5,232,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,23,5,main,easy,easy,6,836,['n'],1,right,['0'],6,248,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,24,5,main,easy,easy,7,802,['n'],1,right,['0'],6,296,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,25,5,main,easy,easy,9,586,['n'],1,right,['0'],6,639,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,26,5,main,easy,easy,71,619,['c'],1,left,['0'],6,247,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,27,5,main,easy,hard,42,985,['c'],1,left,['9'],5,288,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,28,5,main,easy,easy,71,685,['c'],1,left,['0'],6,260,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,29,5,main,easy,hard,34,584,['n'],1,right,['0'],6,253,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,30,5,main,easy,average,53,585,['c'],1,left,['0'],6,214,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,31,5,main,easy,easy,5,534,['n'],1,right,['0'],6,387,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,32,5,main,easy,easy,71,601,['c'],1,left,['0'],6,278,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,33,5,main,easy,easy,73,602,['c'],1,left,['0'],6,237,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,34,5,main,easy,hard,34,636,['n'],1,right,['0'],6,261,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,35,5,main,easy,easy,8,518,['n'],1,right,['0'],6,289,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,36,5,main,easy,hard,44,734,['c'],1,left,['8'],4,339,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,37,5,main,easy,hard,44,952,['n'],0,left,['0'],6,233,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,38,5,main,easy,average,57,802,['n'],0,left,['3'],3,314,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,39,5,main,easy,easy,7,568,['n'],1,right,['0'],6,258,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,40,5,main,easy,easy,8,884,['n'],1,right,['0'],6,318,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,41,5,main,easy,average,56,601,['c'],1,left,['0'],6,388,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,42,5,main,easy,average,24,734,['n'],1,right,['0'],6,242,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,43,5,main,easy,easy,9,534,['n'],1,right,['0'],6,238,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,44,5,main,easy,average,53,751,['c'],1,left,['0'],6,273,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,45,5,main,easy,easy,70,786,['n'],0,left,['8'],4,273,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,46,5,main,easy,average,22,619,['n'],1,right,['0'],6,264,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,47,5,main,easy,easy,6,618,['n'],1,right,['0'],6,223,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,48,5,main,easy,easy,7,601,['n'],1,right,['0'],6,409,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,49,5,main,easy,hard,33,669,['c'],0,right,['8'],4,248,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,50,5,main,easy,hard,43,1103,['c'],1,left,['9'],5,237,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,51,5,main,easy,easy,74,702,['c'],1,left,['0'],6,209,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,52,5,main,easy,easy,70,769,['c'],1,left,['0'],6,245,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,53,5,main,easy,average,22,1537,['c'],0,right,['9'],5,248,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,54,5,main,easy,hard,33,584,['n'],1,right,['0'],6,240,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,55,5,main,easy,hard,46,1487,['c'],1,left,['8'],4,294,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,56,5,main,easy,average,24,1068,['n'],1,right,['0'],6,233,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,57,5,main,easy,average,56,852,['c'],1,left,['0'],6,249,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,58,5,main,easy,easy,74,635,['c'],1,left,['0'],6,272,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,59,5,main,easy,hard,36,736,['n'],1,right,['9'],5,258,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,60,5,main,easy,hard,44,686,['n'],0,left,['8'],4,263,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,61,5,main,easy,average,26,785,['n'],1,right,['0'],6,311,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,62,5,main,easy,easy,72,785,['c'],1,left,['0'],6,310,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,63,5,main,easy,average,25,684,['n'],1,right,['0'],6,249,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,64,5,main,easy,average,54,618,['c'],1,left,['0'],6,369,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,65,5,main,easy,hard,35,802,['n'],1,right,['0'],6,237,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,66,5,main,easy,average,54,702,['c'],1,left,['8'],4,306,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,67,5,main,easy,average,25,1036,['n'],1,right,['0'],6,262,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,68,5,main,easy,hard,36,752,['n'],1,right,['0'],6,232,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,69,5,main,easy,average,25,568,['n'],1,right,['0'],6,242,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,70,5,main,easy,hard,45,702,['n'],0,left,['0'],6,264,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,71,5,main,easy,average,24,517,['n'],1,right,['0'],6,243,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,0,6,main,easy,easy,8,1786,['n'],1,right,['0'],6,575,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,1,6,main,easy,average,25,935,['c'],0,right,['9'],5,301,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,2,6,main,easy,average,26,484,['n'],1,right,['0'],6,216,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,3,6,main,easy,hard,33,686,['c'],0,right,['8'],4,398,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,4,6,main,easy,average,54,735,['c'],1,left,['0'],6,251,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,5,6,main,easy,easy,9,818,['n'],1,right,['0'],6,315,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,6,6,main,easy,easy,74,785,['c'],1,left,['0'],6,265,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,7,6,main,easy,easy,73,735,['c'],1,left,['0'],6,556,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,8,6,main,easy,average,24,819,['n'],1,right,['0'],6,223,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,9,6,main,easy,hard,46,568,['c'],1,left,['8'],4,266,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,10,6,main,easy,easy,7,636,['n'],1,right,['0'],6,176,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,11,6,main,easy,average,54,952,['c'],1,left,['0'],6,430,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,12,6,main,easy,hard,45,702,['n'],0,left,['8'],4,235,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,13,6,main,easy,hard,46,752,['c'],1,left,['0'],6,718,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,14,6,main,easy,easy,6,701,['n'],1,right,['0'],6,223,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,15,6,main,easy,average,53,652,['c'],1,left,['0'],6,231,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,16,6,main,easy,easy,73,584,['c'],1,left,['0'],6,289,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,17,6,main,easy,average,53,735,['c'],1,left,['0'],6,242,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,18,6,main,easy,average,53,568,['c'],1,left,['0'],6,301,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,19,6,main,easy,hard,35,652,['n'],1,right,['9'],5,273,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,20,6,main,easy,easy,70,836,['c'],1,left,['0'],6,240,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,21,6,main,easy,hard,37,1119,['n'],1,right,['9'],5,259,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,22,6,main,easy,average,54,618,['c'],1,left,['0'],6,235,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,23,6,main,easy,hard,45,852,['c'],1,left,['8'],4,218,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,24,6,main,easy,average,23,569,['n'],1,right,['0'],6,229,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,25,6,main,easy,hard,45,668,['c'],1,left,['0'],6,236,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,26,6,main,easy,easy,7,569,['n'],1,right,['0'],6,326,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,27,6,main,easy,easy,5,702,['n'],1,right,['0'],6,280,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,28,6,main,easy,average,55,801,['c'],1,left,['0'],6,487,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,29,6,main,easy,hard,33,1319,['n'],1,right,['0'],6,248,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,30,6,main,easy,hard,42,669,['n'],0,left,['0'],6,542,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,31,6,main,easy,hard,33,652,['c'],0,right,['1'],1,601,,,,,,,,,9,18,Vrouw,Rechts,
,xotask,32,6,main,easy,easy,7,969,['n'],1,right,['0'],6,308,,,,,,,,,9,18,Vrouw,Rechts,
