starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1613640501,dotcolour,0,0,training,hard,hard,44,1468,['c'],1,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,1,0,training,hard,hard,41,1719,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,2,0,training,hard,hard,45,1301,['c'],1,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,3,0,training,hard,hard,39,1535,['c'],0,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,4,0,training,hard,hard,41,1335,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,5,0,training,hard,hard,45,1302,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,6,0,training,hard,hard,38,1084,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,7,0,training,hard,hard,35,884,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,8,0,training,hard,hard,44,1101,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,9,0,training,hard,hard,38,985,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,10,0,training,hard,hard,45,1035,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,11,0,training,hard,hard,36,1302,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,12,0,training,hard,hard,39,1535,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,13,0,training,hard,hard,36,834,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,14,0,training,hard,hard,36,935,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,15,0,training,hard,hard,39,884,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,16,0,training,hard,hard,42,768,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,17,0,training,hard,hard,44,902,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,18,0,training,hard,hard,36,918,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,19,0,training,hard,hard,45,918,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,20,0,training,hard,hard,44,835,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,21,0,training,hard,hard,37,968,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,22,0,training,hard,hard,38,918,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,23,0,training,hard,hard,42,851,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,0,1,training,hard,hard,44,1401,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,1,1,training,hard,hard,36,901,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,2,1,training,hard,hard,41,951,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,3,1,training,hard,hard,36,701,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,4,1,training,hard,hard,43,818,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,5,1,training,hard,hard,41,1051,['n'],0,left,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,6,1,training,hard,hard,38,968,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
,dotcolour,7,1,training,hard,hard,36,818,['n'],1,right,none,-99,-99,,,,,,,,,34,22,Vrouw,Rechts,
