starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_xes,rt,resp,cor,cresp,conf_press,cj,RTconf,n_reddots,dotsLeft,dotsRight,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1615194270,xotask,0,0,training,hard,hard,37,1970,['c'],0,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,1,0,training,hard,hard,45,886,['n'],0,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,2,0,training,hard,hard,36,886,['n'],1,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,3,0,training,hard,hard,35,985,['c'],0,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,4,0,training,hard,hard,37,752,['n'],1,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,5,0,training,hard,hard,42,769,['c'],1,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,6,0,training,hard,hard,35,818,['c'],0,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,7,0,training,hard,hard,36,1118,['c'],0,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,8,0,training,hard,hard,37,835,['n'],1,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,9,0,training,hard,hard,33,1135,['c'],0,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,10,0,training,hard,hard,42,768,['n'],0,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,11,0,training,hard,hard,45,735,['n'],0,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,12,0,training,hard,hard,42,1252,['n'],0,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,13,0,training,hard,hard,42,668,['c'],1,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,14,0,training,hard,hard,45,818,['n'],0,left,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
,xotask,15,0,training,hard,hard,34,668,['c'],0,right,none,-99,-99,,,,,,,,,48,17,Man,Rechts,
