starttime,task,withinblocktrial,block,running,traindiffcond,trialdifflevel,n_reddots,rt,resp,cor,cresp,conf_press,cj,RTconf,dotsLeft,dotsRight,n_xes,post1,post2,post3,post4,stoptime,sub,age,gender,handedness,
1614094401,dotcolour,0,0,training,hard,hard,38,1819,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,1,0,training,hard,hard,37,618,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,2,0,training,hard,hard,44,968,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,3,0,training,hard,hard,36,3270,['n'],1,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,4,0,training,hard,hard,36,901,['n'],1,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,5,0,training,hard,hard,45,935,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,6,0,training,hard,hard,43,1769,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,7,0,training,hard,hard,35,1652,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,8,0,training,hard,hard,41,951,['n'],0,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,9,0,training,hard,hard,38,868,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,10,0,training,hard,hard,43,1002,['n'],0,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,11,0,training,hard,hard,44,884,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,12,0,training,hard,hard,38,1169,['n'],1,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,13,0,training,hard,hard,42,1602,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,14,0,training,hard,hard,39,985,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,15,0,training,hard,hard,39,1386,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,16,0,training,hard,hard,38,1102,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,17,0,training,hard,hard,44,1335,['n'],0,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,18,0,training,hard,hard,41,1553,['n'],0,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,19,0,training,hard,hard,45,2171,['n'],0,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,20,0,training,hard,hard,36,1069,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,21,0,training,hard,hard,44,836,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,22,0,training,hard,hard,42,936,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,23,0,training,hard,hard,36,886,['n'],1,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,0,1,training,hard,hard,44,2754,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,1,1,training,hard,hard,43,918,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,2,1,training,hard,hard,45,1036,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,3,1,training,hard,hard,41,1870,['n'],0,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,4,1,training,hard,hard,36,1669,['n'],1,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,5,1,training,hard,hard,39,751,['c'],0,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,6,1,training,hard,hard,44,919,['c'],1,left,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
,dotcolour,7,1,training,hard,hard,38,803,['n'],1,right,none,-99,-99,,,,,,,,,43,19,Vrouw,Rechts,
